date,pm25,pm10,o3,no2,so2,co,dd,mm,yy
2016-12-26,165.0,141.0,21.0,6.0,8.0,25.0,26,12,2016
2016-12-27,162.0,124.0,22.0,5.0,8.0,15.0,27,12,2016
2016-12-28,160.0,141.0,27.0,5.0,8.0,19.0,28,12,2016
2016-12-29,166.0,164.0,13.0,5.0,8.0,23.0,29,12,2016
2016-12-30,180.0,192.0,20.0,5.0,7.0,30.0,30,12,2016
2016-12-31,212.0,173.0,8.0,5.0,6.0,28.0,31,12,2016
2017-01-01,159.5,147.0,33.0,5.0,6.0,19.0,1,1,2017
2017-01-02,177.0,125.0,26.0,6.0,6.0,18.0,2,1,2017
2017-01-03,153.0,130.0,43.0,6.0,6.0,18.0,3,1,2017
2017-01-04,163.0,131.0,31.0,6.0,7.0,19.0,4,1,2017
2017-01-05,163.0,105.0,26.0,6.0,7.0,13.0,5,1,2017
2017-01-06,142.0,96.0,17.0,7.0,7.0,11.0,6,1,2017
2017-01-07,129.0,83.0,15.0,8.0,7.0,12.0,7,1,2017
2017-01-08,114.0,90.0,21.0,7.0,7.0,11.0,8,1,2017
2017-01-09,125.0,97.0,30.0,7.0,12.0,13.0,9,1,2017
2017-01-10,134.0,116.0,36.0,6.0,8.0,11.0,10,1,2017
2017-01-11,162.0,107.0,27.0,6.0,6.0,10.0,11,1,2017
2017-01-12,151.0,127.0,32.0,6.0,9.0,15.0,12,1,2017
2017-01-13,153.0,115.0,19.0,7.0,9.0,13.0,13,1,2017
2017-01-14,149.0,141.0,23.0,6.0,9.0,16.0,14,1,2017
2017-01-15,166.0,84.0,26.0,6.0,8.0,9.0,15,1,2017
2017-01-16,154.0,127.0,35.0,6.0,8.0,12.0,16,1,2017
2017-01-17,151.0,119.0,44.0,7.0,9.0,11.0,17,1,2017
2017-01-18,160.0,149.0,37.0,7.0,9.0,17.0,18,1,2017
2017-01-19,199.0,143.0,41.0,7.0,9.0,16.0,19,1,2017
2017-01-20,173.0,129.0,43.0,7.0,10.0,16.0,20,1,2017
2017-01-21,169.0,121.0,50.0,7.0,10.0,15.0,21,1,2017
2017-01-22,159.0,150.0,40.0,7.0,10.0,23.0,22,1,2017
2017-01-23,160.0,132.0,87.0,7.0,10.0,17.0,23,1,2017
2017-01-24,162.0,150.0,50.0,7.0,11.0,18.0,24,1,2017
2017-01-25,172.0,144.0,39.0,7.0,11.0,16.0,25,1,2017
2017-01-26,171.0,86.0,35.0,7.0,9.0,7.0,26,1,2017
2017-01-27,126.0,97.0,32.0,7.0,10.0,13.0,27,1,2017
2017-01-28,144.0,116.0,41.0,7.0,11.0,17.0,28,1,2017
2017-01-29,156.0,132.0,41.0,7.0,11.0,19.0,29,1,2017
2017-01-30,163.0,144.0,42.0,7.0,10.0,19.0,30,1,2017
2017-01-31,173.0,126.0,61.0,8.0,10.0,15.0,31,1,2017
2017-02-01,159.0,141.0,68.0,14.0,8.0,17.0,1,2,2017
2017-02-02,173.0,153.0,9.0,17.0,12.0,29.0,2,2,2017
2017-02-03,134.0,74.0,19.0,11.0,4.0,15.0,3,2,2017
2017-02-04,106.0,76.0,22.0,10.0,4.0,12.0,4,2,2017
2017-02-05,95.0,84.0,49.0,11.0,5.0,11.0,5,2,2017
2017-02-06,99.0,111.0,46.0,14.0,7.0,9.0,6,2,2017
2017-02-07,142.0,97.0,45.0,11.0,5.0,9.0,7,2,2017
2017-02-08,142.0,111.0,49.0,12.0,6.0,9.0,8,2,2017
2017-02-09,141.0,109.0,50.0,12.0,12.0,10.0,9,2,2017
2017-02-10,145.0,75.0,33.0,14.0,7.0,9.0,10,2,2017
2017-02-11,110.0,96.0,49.0,15.0,9.0,10.0,11,2,2017
2017-02-12,134.0,145.0,52.0,17.0,11.0,16.0,12,2,2017
2017-02-13,171.0,142.0,32.0,18.0,12.0,21.0,13,2,2017
2017-02-14,147.0,129.0,49.0,18.0,12.0,16.0,14,2,2017
2017-02-15,167.0,128.0,39.0,19.0,13.0,15.0,15,2,2017
2017-02-16,163.0,118.0,52.0,18.0,12.0,13.0,16,2,2017
2017-02-17,160.0,111.0,40.0,16.0,11.0,13.0,17,2,2017
2017-02-18,150.0,127.0,72.0,21.0,15.0,19.0,18,2,2017
2017-02-19,147.0,116.0,35.0,15.0,9.0,14.0,19,2,2017
2017-02-20,129.0,73.0,14.0,12.0,6.0,4.0,20,2,2017
2017-02-21,83.0,115.0,16.0,11.0,7.0,6.0,21,2,2017
2017-02-22,93.0,89.0,33.0,12.0,8.0,8.0,22,2,2017
2017-02-23,109.0,129.0,31.0,14.0,10.0,14.0,23,2,2017
2017-02-24,155.0,126.0,30.0,14.0,10.0,14.0,24,2,2017
2017-02-25,153.0,134.0,46.0,15.0,11.0,23.0,25,2,2017
2017-02-26,141.0,152.0,50.0,16.0,12.0,23.0,26,2,2017
2017-02-27,172.0,190.0,45.0,17.0,14.0,26.0,27,2,2017
2017-02-28,196.0,132.0,46.0,15.0,12.0,15.0,28,2,2017
2017-03-01,160.0,111.0,37.0,15.0,11.0,11.0,1,3,2017
2017-03-02,130.0,85.0,33.0,13.0,8.0,7.0,2,3,2017
2017-03-03,115.0,81.0,28.0,13.0,8.0,8.0,3,3,2017
2017-03-04,117.0,77.0,34.0,13.0,8.0,7.0,4,3,2017
2017-03-05,99.0,91.0,32.0,14.0,10.0,11.0,5,3,2017
2017-03-06,127.0,89.0,27.0,13.0,9.0,7.0,6,3,2017
2017-03-07,128.0,81.0,21.0,13.0,9.0,6.0,7,3,2017
2017-03-08,104.0,72.0,10.0,13.0,9.0,6.0,8,3,2017
2017-03-09,96.0,68.0,8.0,13.0,9.0,4.0,9,3,2017
2017-03-10,97.0,78.0,17.0,14.0,11.0,6.0,10,3,2017
2017-03-11,132.0,135.0,36.0,14.0,11.0,7.0,11,3,2017
2017-03-12,153.0,174.0,38.0,20.0,17.0,21.0,12,3,2017
2017-03-13,296.0,123.0,39.0,16.0,12.0,14.0,13,3,2017
2017-03-14,160.0,117.0,32.0,12.0,13.0,13.0,14,3,2017
2017-03-15,142.0,100.0,42.0,9.0,5.0,13.0,15,3,2017
2017-03-16,135.0,82.0,27.0,9.0,4.0,8.0,16,3,2017
2017-03-17,113.0,80.0,21.0,8.0,4.0,5.0,17,3,2017
2017-03-18,112.0,54.0,12.0,11.0,4.0,4.0,18,3,2017
2017-03-19,70.0,66.0,13.0,11.0,4.0,4.0,19,3,2017
2017-03-20,95.0,73.0,20.0,11.0,5.0,4.0,20,3,2017
2017-03-21,107.0,82.0,18.0,11.0,6.0,5.0,21,3,2017
2017-03-22,114.0,82.0,23.0,12.0,6.0,6.0,22,3,2017
2017-03-23,112.0,73.0,21.0,12.0,6.0,5.0,23,3,2017
2017-03-24,103.0,77.0,27.0,12.0,7.0,6.0,24,3,2017
2017-03-25,110.0,80.0,30.0,12.0,6.0,6.0,25,3,2017
2017-03-26,105.0,102.0,36.0,11.0,7.0,8.0,26,3,2017
2017-03-27,129.0,99.0,19.0,8.0,6.0,6.0,27,3,2017
2017-03-28,125.0,96.0,12.0,10.0,6.0,5.0,28,3,2017
2017-03-29,125.0,85.0,10.0,13.0,7.0,4.0,29,3,2017
2017-03-30,109.0,81.0,20.0,14.0,7.0,6.0,30,3,2017
2017-03-31,104.0,70.0,14.0,13.0,7.0,6.0,31,3,2017
2017-04-01,94.0,60.0,13.0,13.0,7.0,5.0,1,4,2017
2017-04-02,75.0,63.0,11.0,12.0,7.0,4.0,2,4,2017
2017-04-03,81.0,54.0,7.0,8.0,6.0,3.0,3,4,2017
2017-04-04,71.0,61.0,6.0,12.0,6.0,4.0,4,4,2017
2017-04-05,78.0,60.0,10.0,9.0,6.0,4.0,5,4,2017
2017-04-06,76.0,114.0,15.0,7.0,6.0,3.0,6,4,2017
2017-04-07,103.0,126.0,36.0,9.0,7.0,6.0,7,4,2017
2017-04-08,136.0,137.0,60.0,9.0,7.0,8.0,8,4,2017
2017-04-09,139.0,123.0,37.0,9.0,7.0,11.0,9,4,2017
2017-04-10,168.0,100.0,19.0,9.0,7.0,8.0,10,4,2017
2017-04-11,140.0,83.0,29.0,7.0,10.0,8.0,11,4,2017
2017-04-12,137.0,97.0,27.0,9.0,6.0,13.0,12,4,2017
2017-04-13,143.0,73.0,20.0,8.0,5.0,7.0,13,4,2017
2017-04-14,141.0,64.0,12.0,8.0,5.0,6.0,14,4,2017
2017-04-15,137.0,55.0,18.0,8.0,6.0,9.0,15,4,2017
2017-04-16,123.0,45.0,9.0,5.0,5.0,6.0,16,4,2017
2017-04-17,84.0,61.0,16.0,6.0,5.0,4.0,17,4,2017
2017-04-18,88.0,51.0,11.0,8.0,5.0,3.0,18,4,2017
2017-04-19,71.0,50.0,10.0,9.0,5.0,3.0,19,4,2017
2017-04-20,76.0,57.0,9.0,11.0,5.0,3.0,20,4,2017
2017-04-21,96.0,59.0,8.0,9.0,5.0,5.0,21,4,2017
2017-04-22,96.0,55.0,8.0,7.0,5.0,3.0,22,4,2017
2017-04-23,73.0,60.0,9.0,7.0,5.0,3.0,23,4,2017
2017-04-24,93.0,73.0,20.0,8.0,5.0,4.0,24,4,2017
2017-04-25,109.0,88.0,12.0,11.0,5.0,4.0,25,4,2017
2017-04-26,109.0,73.0,10.0,7.0,5.0,4.0,26,4,2017
2017-04-27,97.0,65.0,10.0,7.0,5.0,5.0,27,4,2017
2017-04-28,93.0,57.0,14.0,7.0,6.0,5.0,28,4,2017
2017-04-29,111.0,45.0,13.0,6.0,6.0,5.0,29,4,2017
2017-04-30,89.0,79.0,7.0,7.0,6.0,4.0,30,4,2017
2017-05-01,103.0,63.0,10.0,9.0,6.0,5.0,1,5,2017
2017-05-02,90.0,75.0,7.0,9.0,6.0,6.0,2,5,2017
2017-05-03,99.0,61.0,7.0,9.0,6.0,5.0,3,5,2017
2017-05-04,83.0,61.0,15.0,9.0,6.0,5.0,4,5,2017
2017-05-05,88.0,57.0,15.0,9.0,6.0,4.0,5,5,2017
2017-05-06,88.0,43.0,10.0,9.0,6.0,4.0,6,5,2017
2017-05-07,63.0,56.0,14.0,10.0,6.0,6.0,7,5,2017
2017-05-08,75.0,52.0,14.0,9.0,6.0,5.0,8,5,2017
2017-05-09,77.0,50.0,12.0,7.0,12.0,5.0,9,5,2017
2017-05-10,78.0,32.0,250.0,4.0,5.0,6.0,10,5,2017
2017-05-11,60.0,40.0,16.0,5.0,3.0,7.0,11,5,2017
2017-05-12,66.0,69.0,31.0,7.0,3.0,8.0,12,5,2017
2017-05-13,106.0,49.0,10.0,4.0,4.0,3.0,13,5,2017
2017-05-14,80.0,44.0,7.0,5.0,4.0,2.0,14,5,2017
2017-05-15,67.0,44.0,9.0,5.0,4.0,2.0,15,5,2017
2017-05-16,80.0,39.0,5.0,6.0,4.0,3.0,16,5,2017
2017-05-17,71.0,39.0,14.0,8.0,4.0,3.0,17,5,2017
2017-05-18,73.0,28.0,8.0,9.0,4.0,3.0,18,5,2017
2017-05-19,64.0,40.0,9.0,9.0,4.0,4.0,19,5,2017
2017-05-20,79.0,40.0,13.0,9.0,4.0,3.0,20,5,2017
2017-05-21,74.0,71.0,7.0,10.0,3.0,4.0,21,5,2017
2017-05-22,86.0,71.0,9.0,9.0,3.0,3.0,22,5,2017
2017-05-23,82.0,33.0,8.0,8.0,4.0,3.0,23,5,2017
2017-05-24,61.0,41.0,10.0,9.0,4.0,3.0,24,5,2017
2017-05-25,69.0,38.0,372.0,8.0,5.0,5.0,25,5,2017
2017-05-26,80.0,55.0,372.0,8.0,3.0,4.0,26,5,2017
2017-05-27,100.0,48.0,9.0,9.0,3.0,4.0,27,5,2017
2017-05-28,82.0,55.0,6.0,8.0,3.0,4.0,28,5,2017
2017-05-29,82.0,53.0,188.0,5.0,4.0,5.0,29,5,2017
2017-05-30,103.0,53.0,6.0,5.0,4.0,5.0,30,5,2017
2017-05-31,103.0,53.0,7.0,8.0,4.0,6.0,31,5,2017
2017-06-01,94.0,42.0,6.0,8.0,4.0,7.0,1,6,2017
2017-06-02,75.0,46.0,11.0,10.0,4.0,6.0,2,6,2017
2017-06-03,70.0,52.0,9.0,10.0,4.0,6.0,3,6,2017
2017-06-04,67.0,57.0,4.0,8.0,4.0,6.0,4,6,2017
2017-06-05,78.0,60.0,8.0,11.0,4.0,5.0,5,6,2017
2017-06-06,82.0,50.0,9.0,11.0,7.0,6.0,6,6,2017
2017-06-07,74.0,32.0,17.0,10.0,4.0,6.0,7,6,2017
2017-06-08,55.0,43.0,19.0,9.0,4.0,5.0,8,6,2017
2017-06-09,91.0,33.0,9.0,10.0,3.0,5.0,9,6,2017
2017-06-10,56.0,37.0,8.0,15.0,3.0,6.0,10,6,2017
2017-06-11,61.0,39.0,9.0,15.0,4.0,6.0,11,6,2017
2017-06-12,63.0,42.0,14.0,24.0,6.0,6.0,12,6,2017
2017-06-13,65.0,42.0,12.0,15.0,5.0,4.0,13,6,2017
2017-06-14,69.0,46.0,12.0,19.0,5.0,5.0,14,6,2017
2017-06-15,71.0,35.0,9.0,13.0,5.0,4.0,15,6,2017
2017-06-16,60.0,34.0,12.0,14.0,4.0,4.0,16,6,2017
2017-06-17,53.0,36.0,8.0,7.0,4.0,3.0,17,6,2017
2017-06-18,50.0,37.0,7.0,7.0,4.0,3.0,18,6,2017
2017-06-19,50.0,38.0,8.0,6.0,4.0,2.0,19,6,2017
2017-06-20,47.0,40.0,10.0,6.0,4.0,2.0,20,6,2017
2017-06-21,49.0,43.0,9.0,7.0,5.0,3.0,21,6,2017
2017-06-22,61.0,50.0,46.0,9.0,5.0,5.0,22,6,2017
2017-06-23,72.0,61.0,10.0,6.0,4.0,3.0,23,6,2017
2017-06-24,77.0,44.0,9.0,27.0,5.0,7.0,24,6,2017
2017-06-25,64.0,32.0,16.0,15.0,5.0,7.0,25,6,2017
2017-06-26,47.0,47.0,11.0,8.0,5.0,4.0,26,6,2017
2017-06-27,53.0,37.0,15.0,7.0,4.0,4.0,27,6,2017
2017-06-28,46.0,49.0,11.0,5.0,4.0,4.0,28,6,2017
2017-06-29,64.0,82.0,10.0,5.0,4.0,3.0,29,6,2017
2017-06-30,77.0,45.0,5.0,5.0,4.0,2.0,30,6,2017
2017-07-01,54.0,49.0,3.0,12.0,3.0,1.0,1,7,2017
2017-07-02,65.0,59.0,5.0,6.0,4.0,3.0,2,7,2017
2017-07-03,77.0,54.0,5.0,5.0,4.0,5.0,3,7,2017
2017-07-04,133.0,51.5,4.0,7.0,3.0,10.0,4,7,2017
2017-07-05,55.5,61.0,1.0,9.0,4.0,6.0,5,7,2017
2017-07-06,80.0,104.0,4.0,7.0,4.0,7.0,6,7,2017
2017-07-07,183.0,102.0,47.0,7.0,4.0,9.0,7,7,2017
2017-07-08,56.0,42.0,2.0,9.0,5.0,12.0,8,7,2017
2017-07-09,46.0,60.0,1.0,11.0,3.0,10.0,9,7,2017
2017-07-10,86.0,63.0,3.0,6.0,4.0,10.0,10,7,2017
2017-07-11,139.0,55.0,5.0,5.0,3.0,11.0,11,7,2017
2017-07-12,91.0,88.0,8.0,7.0,9.0,12.0,12,7,2017
2017-07-13,72.0,91.0,5.0,7.0,2.0,9.0,13,7,2017
2017-07-14,93.0,109.0,53.0,7.0,2.0,9.0,14,7,2017
2017-07-15,97.0,65.0,6.0,6.0,2.0,9.0,15,7,2017
2017-07-16,76.0,44.0,8.0,14.0,2.0,10.0,16,7,2017
2017-07-17,58.0,26.0,6.0,15.0,3.0,10.0,17,7,2017
2017-07-18,39.0,29.0,6.0,17.0,3.0,11.0,18,7,2017
2017-07-19,43.0,30.0,3.0,10.0,3.0,10.0,19,7,2017
2017-07-20,41.0,38.0,7.0,8.0,3.0,9.0,20,7,2017
2017-07-21,51.0,32.0,10.0,8.0,2.0,10.0,21,7,2017
2017-07-22,40.0,53.0,4.0,6.0,2.0,10.0,22,7,2017
2017-07-23,52.0,58.0,3.0,7.0,2.0,10.0,23,7,2017
2017-07-24,69.0,37.0,3.0,7.0,2.0,10.0,24,7,2017
2017-07-25,42.0,47.0,2.0,7.0,2.0,10.0,25,7,2017
2017-07-26,49.0,46.0,2.0,7.0,2.0,10.0,26,7,2017
2017-07-27,49.0,53.0,3.0,7.0,2.0,10.0,27,7,2017
2017-07-28,55.0,50.0,3.0,7.0,2.0,10.0,28,7,2017
2017-07-29,53.0,28.0,49.0,7.0,3.0,10.0,29,7,2017
2017-07-30,32.0,31.0,1.0,8.0,2.0,8.0,30,7,2017
2017-07-31,47.0,33.0,2.0,8.0,2.0,3.0,31,7,2017
2017-08-01,42.0,40.0,2.0,7.0,3.0,3.0,1,8,2017
2017-08-02,49.0,33.0,1.0,6.0,3.0,2.0,2,8,2017
2017-08-03,44.0,52.0,2.0,6.0,3.0,1.0,3,8,2017
2017-08-04,62.0,55.0,2.0,7.0,3.0,1.0,4,8,2017
2017-08-05,68.0,52.0,2.0,8.0,3.0,1.0,5,8,2017
2017-08-06,53.0,50.0,4.0,7.0,3.0,1.0,6,8,2017
2017-08-07,70.0,51.0,7.0,6.0,3.0,1.0,7,8,2017
2017-08-08,66.0,50.0,4.0,9.0,4.0,1.0,8,8,2017
2017-08-09,70.0,37.0,3.0,9.0,4.0,2.0,9,8,2017
2017-08-10,58.0,46.0,2.0,7.0,5.0,2.0,10,8,2017
2017-08-11,58.0,43.0,5.0,15.0,2.0,2.0,11,8,2017
2017-08-12,43.0,41.0,3.0,4.0,2.0,1.0,12,8,2017
2017-08-13,40.0,33.0,2.0,2.0,2.0,3.0,13,8,2017
2017-08-14,42.0,43.0,2.0,3.0,2.0,5.0,14,8,2017
2017-08-15,61.0,49.0,71.0,5.0,2.0,3.0,15,8,2017
2017-08-16,61.0,54.0,4.0,4.0,3.0,2.0,16,8,2017
2017-08-17,61.0,55.0,3.0,3.0,3.0,3.0,17,8,2017
2017-08-18,59.0,37.0,6.0,2.0,7.0,9.0,18,8,2017
2017-08-19,48.0,35.0,4.0,6.0,4.0,6.0,19,8,2017
2017-08-20,44.0,42.0,6.0,5.0,6.0,11.0,20,8,2017
2017-08-21,82.0,48.0,8.0,5.0,5.0,9.0,21,8,2017
2017-08-22,73.0,43.0,9.0,5.0,4.0,8.0,22,8,2017
2017-08-23,59.0,45.0,6.0,5.0,4.0,7.0,23,8,2017
2017-08-24,62.0,27.0,4.0,3.0,4.0,7.0,24,8,2017
2017-08-25,40.0,33.0,6.0,3.0,4.0,7.0,25,8,2017
2017-08-26,46.0,36.0,5.0,3.0,4.0,7.0,26,8,2017
2017-08-27,46.0,40.0,7.0,5.0,5.0,9.0,27,8,2017
2017-08-28,53.0,23.0,19.0,7.0,3.0,7.0,28,8,2017
2017-08-29,37.0,45.0,6.0,3.0,4.0,12.0,29,8,2017
2017-08-30,57.0,50.0,6.0,7.0,4.0,10.0,30,8,2017
2017-08-31,60.0,54.0,7.0,5.0,5.0,12.0,31,8,2017
2017-09-01,69.0,45.0,50.0,5.0,4.0,13.0,1,9,2017
2017-09-02,69.0,36.0,6.0,6.0,4.0,12.0,2,9,2017
2017-09-03,52.0,66.0,14.0,6.0,6.0,13.0,3,9,2017
2017-09-04,91.0,64.0,12.0,6.0,8.0,12.0,4,9,2017
2017-09-05,93.0,60.0,7.0,7.0,5.0,11.0,5,9,2017
2017-09-06,81.0,47.5,11.0,4.0,5.0,6.0,6,9,2017
2017-09-07,74.0,47.5,11.0,4.0,5.0,6.0,7,9,2017
2017-09-08,74.0,47.5,11.0,4.0,5.0,6.0,8,9,2017
2017-09-09,74.0,47.5,11.0,4.0,5.0,6.0,9,9,2017
2017-09-10,74.0,75.0,12.0,2.0,9.0,16.0,10,9,2017
2017-09-11,141.0,69.0,14.0,2.0,9.0,18.0,11,9,2017
2017-09-12,115.0,33.0,15.0,2.0,13.0,12.0,12,9,2017
2017-09-13,67.0,47.0,10.0,2.0,4.0,5.0,13,9,2017
2017-09-14,84.0,33.0,100.0,5.0,7.0,9.0,14,9,2017
2017-09-15,52.0,48.0,5.0,9.0,4.0,5.0,15,9,2017
2017-09-16,71.0,42.0,3.0,13.0,4.0,4.0,16,9,2017
2017-09-17,68.0,31.0,8.0,22.0,6.0,7.0,17,9,2017
2017-09-18,47.0,47.0,9.0,2.0,4.0,3.0,18,9,2017
2017-09-19,69.0,41.0,15.0,3.0,5.0,6.0,19,9,2017
2017-09-20,66.0,49.0,5.0,4.0,6.0,6.0,20,9,2017
2017-09-21,85.0,49.0,6.0,3.0,4.0,4.0,21,9,2017
2017-09-22,68.0,46.0,7.0,3.0,4.0,4.0,22,9,2017
2017-09-23,66.0,57.0,5.0,4.0,5.0,5.0,23,9,2017
2017-09-24,83.0,37.0,7.0,4.0,6.0,4.0,24,9,2017
2017-09-25,59.0,31.0,9.0,3.0,5.0,3.0,25,9,2017
2017-09-26,77.0,47.0,13.0,2.0,4.0,4.0,26,9,2017
2017-09-27,98.0,56.0,19.0,3.0,5.0,4.0,27,9,2017
2017-09-28,112.0,58.0,12.0,5.0,7.0,5.0,28,9,2017
2017-09-29,88.0,69.0,20.0,6.0,8.0,9.0,29,9,2017
2017-09-30,122.0,77.0,22.0,5.0,7.0,8.0,30,9,2017
2017-10-01,130.0,70.0,23.0,5.0,12.0,6.0,1,10,2017
2017-10-02,107.0,63.0,26.0,6.0,4.0,6.0,2,10,2017
2017-10-03,119.0,80.0,19.0,4.0,4.0,5.0,3,10,2017
2017-10-04,136.0,88.0,24.0,5.0,5.0,7.0,4,10,2017
2017-10-05,141.0,91.0,15.0,5.0,7.0,10.0,5,10,2017
2017-10-06,142.0,57.0,10.0,6.0,9.0,9.0,6,10,2017
2017-10-07,120.0,47.0,1.0,7.0,10.0,11.0,7,10,2017
2017-10-08,107.0,61.0,9.0,6.0,8.0,6.0,8,10,2017
2017-10-09,108.0,61.0,5.0,7.0,9.0,10.0,9,10,2017
2017-10-10,115.0,38.0,4.0,7.0,10.0,9.0,10,10,2017
2017-10-11,93.0,41.0,3.0,6.0,9.0,8.0,11,10,2017
2017-10-12,76.0,61.0,9.0,7.0,10.0,9.0,12,10,2017
2017-10-13,113.0,59.0,11.0,7.0,10.0,10.0,13,10,2017
2017-10-14,116.0,60.0,9.0,7.0,10.0,11.0,14,10,2017
2017-10-15,123.0,67.0,11.0,7.0,10.0,10.0,15,10,2017
2017-10-16,131.0,71.0,14.0,7.0,10.0,9.0,16,10,2017
2017-10-17,144.0,95.0,16.0,7.0,10.0,11.0,17,10,2017
2017-10-18,167.0,134.0,26.0,11.0,15.0,17.0,18,10,2017
2017-10-19,234.0,176.0,23.0,7.0,9.0,14.0,19,10,2017
2017-10-20,226.0,70.0,15.0,6.0,8.0,7.0,20,10,2017
2017-10-21,130.0,59.0,12.0,6.0,9.0,6.0,21,10,2017
2017-10-22,112.0,70.0,16.0,5.0,7.0,8.0,22,10,2017
2017-10-23,105.0,82.0,14.0,5.0,6.0,13.0,23,10,2017
2017-10-24,134.0,77.0,22.0,4.0,5.0,13.0,24,10,2017
2017-10-25,138.0,100.0,26.0,6.0,9.0,15.0,25,10,2017
2017-10-26,154.0,91.0,30.0,6.0,7.0,15.0,26,10,2017
2017-10-27,141.0,70.0,25.0,5.0,7.0,11.0,27,10,2017
2017-10-28,125.0,82.0,13.0,6.0,7.0,15.0,28,10,2017
2017-10-29,145.0,74.0,14.0,6.0,8.0,12.0,29,10,2017
2017-10-30,132.0,67.0,43.0,6.0,8.0,14.0,30,10,2017
2017-10-31,119.0,83.0,6.0,6.0,8.0,17.0,31,10,2017
2017-11-01,133.0,80.0,9.0,5.0,7.0,15.0,1,11,2017
2017-11-02,131.0,87.0,12.0,4.0,7.0,15.0,2,11,2017
2017-11-03,149.0,92.0,8.0,8.0,10.0,18.0,3,11,2017
2017-11-04,136.0,75.0,17.0,7.0,10.0,13.0,4,11,2017
2017-11-05,125.0,75.0,12.0,7.0,9.0,14.0,5,11,2017
2017-11-06,126.0,76.0,27.0,7.0,9.0,14.0,6,11,2017
2017-11-07,125.0,82.0,24.0,7.0,9.0,15.0,7,11,2017
2017-11-08,125.0,80.0,24.0,7.0,10.0,16.0,8,11,2017
2017-11-09,118.0,85.0,20.0,7.0,13.0,16.0,9,11,2017
2017-11-10,130.0,87.0,24.0,4.0,4.0,16.0,10,11,2017
2017-11-11,146.0,79.0,20.0,4.0,5.0,15.0,11,11,2017
2017-11-12,125.0,99.0,42.0,4.0,5.0,20.0,12,11,2017
2017-11-13,150.0,100.0,22.0,4.0,5.0,20.0,13,11,2017
2017-11-14,138.0,106.0,14.0,4.0,5.0,21.0,14,11,2017
2017-11-15,156.0,106.0,18.0,3.0,4.0,16.0,15,11,2017
2017-11-16,161.0,115.0,30.0,4.0,4.0,21.0,16,11,2017
2017-11-17,159.0,113.0,27.0,4.0,4.0,20.0,17,11,2017
2017-11-18,160.0,114.0,25.0,4.0,4.0,21.0,18,11,2017
2017-11-19,140.0,118.0,19.0,4.0,5.0,20.0,19,11,2017
2017-11-20,151.0,116.0,19.0,4.0,4.0,22.0,20,11,2017
2017-11-21,151.0,114.0,15.0,3.0,4.0,18.0,21,11,2017
2017-11-22,142.0,99.0,24.0,4.0,5.0,22.0,22,11,2017
2017-11-23,134.0,105.0,25.0,4.0,5.0,19.0,23,11,2017
2017-11-24,149.0,116.0,24.0,4.0,4.0,19.0,24,11,2017
2017-11-25,156.0,121.0,30.0,4.0,5.0,23.0,25,11,2017
2017-11-26,149.0,110.0,33.0,5.0,5.0,23.0,26,11,2017
2017-11-27,146.0,124.0,27.0,5.0,6.0,24.0,27,11,2017
2017-11-28,151.0,113.0,31.0,5.0,6.0,19.0,28,11,2017
2017-11-29,155.0,106.0,69.0,4.0,6.0,14.0,29,11,2017
2017-11-30,151.0,103.0,9.0,4.0,5.0,13.0,30,11,2017
2017-12-01,152.0,90.0,11.0,5.0,6.0,14.0,1,12,2017
2017-12-02,138.0,98.0,24.0,5.0,6.0,22.0,2,12,2017
2017-12-03,143.0,92.0,67.0,5.0,6.0,20.0,3,12,2017
2017-12-04,144.0,67.0,3.0,4.0,5.0,18.0,4,12,2017
2017-12-05,109.0,47.0,7.0,3.0,4.0,15.0,5,12,2017
2017-12-06,79.0,87.0,5.0,4.0,5.0,17.0,6,12,2017
2017-12-07,138.0,87.0,10.0,4.0,15.0,17.0,7,12,2017
2017-12-08,152.0,136.0,6.0,3.0,4.0,18.0,8,12,2017
2017-12-09,170.0,118.0,5.0,3.0,4.0,20.0,9,12,2017
2017-12-10,153.0,66.0,6.0,3.0,4.0,16.0,10,12,2017
2017-12-11,117.0,65.0,44.0,4.0,4.0,16.0,11,12,2017
2017-12-12,101.0,72.0,24.0,4.0,4.0,17.0,12,12,2017
2017-12-13,106.0,91.0,24.0,4.0,5.0,19.0,13,12,2017
2017-12-14,140.0,122.0,27.0,5.0,5.0,25.0,14,12,2017
2017-12-15,166.0,139.0,24.0,5.0,5.0,21.0,15,12,2017
2017-12-16,171.0,126.0,15.0,5.0,5.0,27.0,16,12,2017
2017-12-17,132.0,105.0,13.0,8.0,6.0,25.0,17,12,2017
2017-12-18,150.0,88.0,15.0,24.0,6.0,20.0,18,12,2017
2017-12-19,137.0,97.0,19.0,30.0,8.0,24.0,19,12,2017
2017-12-20,134.0,107.0,31.0,27.0,8.0,23.0,20,12,2017
2017-12-21,144.0,111.0,22.0,25.0,6.0,23.0,21,12,2017
2017-12-22,157.0,112.0,33.0,25.0,10.0,25.0,22,12,2017
2017-12-23,161.0,132.0,36.0,24.0,6.0,29.0,23,12,2017
2017-12-24,165.0,167.0,29.0,23.0,6.0,33.0,24,12,2017
2017-12-25,190.0,119.0,20.0,25.0,7.0,30.0,25,12,2017
2017-12-26,149.0,108.0,39.0,24.0,7.0,25.0,26,12,2017
2017-12-27,159.0,115.0,40.0,27.0,8.0,28.0,27,12,2017
