date,pm25,pm10,o3,no2,so2,co,dd,mm,yy
2019-01-15,222.0,475.0,8.0,45.0,13.0,19.0,15,1,2019
2019-01-16,381.0,418.0,10.0,36.0,11.0,20.0,16,1,2019
2019-01-17,384.0,289.0,4.0,32.0,8.0,24.0,17,1,2019
2019-01-18,289.0,385.0,6.0,43.0,13.0,19.0,18,1,2019
2019-01-19,317.0,664.0,8.0,65.0,14.0,37.0,19,1,2019
2019-01-20,478.0,378.0,11.0,41.0,11.0,23.0,20,1,2019
2019-01-21,311.0,75.0,3.0,24.0,8.0,10.0,21,1,2019
2019-01-22,156.0,178.0,4.0,27.0,8.0,13.0,22,1,2019
2019-01-23,247.0,197.0,5.0,25.0,8.0,13.0,23,1,2019
2019-01-24,230.0,108.0,17.0,24.0,11.0,9.0,24,1,2019
2019-01-25,174.0,114.0,28.0,21.0,10.0,9.0,25,1,2019
2019-01-26,180.0,149.0,20.0,21.0,11.0,10.0,26,1,2019
2019-01-27,221.0,201.0,21.0,23.0,11.0,11.0,27,1,2019
2019-01-28,263.0,167.0,21.0,25.0,12.0,12.0,28,1,2019
2019-01-29,220.0,293.0,24.0,27.0,19.0,18.0,29,1,2019
2019-01-30,307.0,359.0,19.0,29.0,16.0,23.0,30,1,2019
2019-01-31,316.0,218.0,15.0,28.0,14.0,13.0,31,1,2019
2019-02-01,289.0,242.0,7.0,26.0,8.0,15.0,1,2,2019
2019-02-02,286.0,169.0,14.0,28.0,10.0,12.0,2,2,2019
2019-02-03,236.0,241.0,26.0,47.0,14.0,19.0,3,2,2019
2019-02-04,270.0,564.0,21.0,66.0,17.0,37.0,4,2,2019
2019-02-05,415.0,301.0,17.0,44.0,9.0,19.0,5,2,2019
2019-02-06,313.0,126.0,12.0,23.0,7.0,9.0,6,2,2019
2019-02-07,174.0,119.0,18.0,27.0,7.0,10.0,7,2,2019
2019-02-08,168.0,139.0,21.0,24.0,8.0,11.0,8,2,2019
2019-02-09,182.0,201.0,22.0,34.0,10.0,13.0,9,2,2019
2019-02-10,243.0,264.0,30.0,42.0,10.0,17.0,10,2,2019
2019-02-11,265.0,328.0,35.0,43.0,10.0,18.0,11,2,2019
2019-02-12,308.0,314.0,40.0,56.0,9.0,27.0,12,2,2019
2019-02-13,300.0,211.0,15.0,39.0,9.0,16.0,13,2,2019
2019-02-14,259.0,154.0,13.0,34.0,9.0,12.0,14,2,2019
2019-02-15,225.0,134.0,10.0,25.0,7.0,11.0,15,2,2019
2019-02-16,191.0,134.0,27.0,31.0,8.0,12.0,16,2,2019
2019-02-17,192.0,199.0,21.0,32.0,9.0,13.0,17,2,2019
2019-02-18,226.0,186.0,30.0,43.0,10.0,15.0,18,2,2019
2019-02-19,225.0,187.0,6.0,45.0,10.0,14.0,19,2,2019
2019-02-20,214.0,202.0,19.0,37.0,10.0,17.0,20,2,2019
2019-02-21,180.0,143.0,13.0,27.0,5.0,10.0,21,2,2019
2019-02-22,169.0,104.0,22.0,27.0,4.0,8.0,22,2,2019
2019-02-23,150.0,118.0,30.0,35.0,6.0,9.0,23,2,2019
2019-02-24,176.0,135.0,23.0,38.0,6.0,10.0,24,2,2019
2019-02-25,170.0,135.0,11.0,33.0,7.0,9.0,25,2,2019
2019-02-26,172.0,77.0,8.0,24.0,5.0,6.0,26,2,2019
2019-02-27,151.0,151.0,1.0,37.0,6.0,17.0,27,2,2019
2019-02-28,182.0,96.0,24.0,21.0,5.0,6.0,28,2,2019
2019-03-01,136.0,141.0,4.0,41.0,7.0,15.0,1,3,2019
2019-03-02,205.0,117.0,16.0,35.0,6.0,10.0,2,3,2019
2019-03-03,172.0,127.0,15.0,32.0,6.0,9.0,3,3,2019
2019-03-04,181.0,112.0,17.0,27.0,5.0,8.0,4,3,2019
2019-03-05,161.0,136.0,17.0,32.0,7.0,8.0,5,3,2019
2019-03-06,177.0,165.0,32.0,32.0,7.0,11.0,6,3,2019
2019-03-07,192.0,143.0,28.0,32.0,8.0,12.0,7,3,2019
2019-03-08,166.0,136.0,24.0,27.0,9.0,13.0,8,3,2019
2019-03-09,152.0,136.0,27.0,30.0,9.0,8.0,9,3,2019
2019-03-10,173.0,136.0,35.0,31.0,9.0,11.0,10,3,2019
2019-03-11,162.0,136.0,26.0,24.0,7.0,8.0,11,3,2019
2019-03-12,135.0,136.0,22.0,32.0,13.0,11.0,12,3,2019
2019-03-13,171.0,136.0,14.0,29.0,11.0,11.0,13,3,2019
2019-03-14,191.0,118.0,20.0,28.0,9.0,9.0,14,3,2019
2019-03-15,159.0,113.0,30.0,29.0,8.0,8.0,15,3,2019
2019-03-16,158.0,136.0,34.0,39.0,11.0,10.0,16,3,2019
2019-03-17,173.0,152.0,38.0,35.0,11.0,11.0,17,3,2019
2019-03-18,188.0,188.0,32.0,41.0,12.0,13.0,18,3,2019
2019-03-19,188.0,229.0,26.0,45.0,13.0,13.0,19,3,2019
2019-03-20,173.0,148.0,36.0,20.0,11.0,11.0,20,3,2019
2019-03-21,188.0,94.0,32.0,23.0,7.0,7.0,21,3,2019
2019-03-22,106.0,103.0,32.0,23.0,8.0,7.0,22,3,2019
2019-03-23,135.0,104.0,27.0,29.0,11.0,7.0,23,3,2019
2019-03-24,136.0,107.0,24.0,24.0,8.0,8.0,24,3,2019
2019-03-25,145.0,123.0,32.0,28.0,8.0,9.0,25,3,2019
2019-03-26,154.0,132.0,33.0,39.0,12.0,12.0,26,3,2019
2019-03-27,159.0,232.0,55.0,48.0,18.0,16.0,27,3,2019
2019-03-28,219.0,221.0,46.0,41.0,10.0,14.0,28,3,2019
2019-03-29,184.0,178.0,55.0,41.0,12.0,11.0,29,3,2019
2019-03-30,178.0,129.0,31.0,26.0,8.0,8.0,30,3,2019
2019-03-31,134.0,136.0,34.0,31.0,11.0,10.0,31,3,2019
2019-04-01,143.0,196.0,48.0,46.0,15.0,13.0,1,4,2019
2019-04-02,193.0,177.0,41.0,45.0,14.0,13.0,2,4,2019
2019-04-03,170.0,236.0,71.0,45.0,14.0,11.0,3,4,2019
2019-04-04,212.0,250.0,93.0,47.0,16.0,16.0,4,4,2019
2019-04-05,203.0,297.0,44.0,37.0,14.0,13.0,5,4,2019
2019-04-06,187.0,402.0,28.0,37.0,12.0,11.0,6,4,2019
2019-04-07,260.0,271.0,45.0,37.0,9.0,11.0,7,4,2019
2019-04-08,165.0,194.0,52.0,43.0,12.0,11.0,8,4,2019
2019-04-09,184.0,245.0,37.0,44.0,10.0,12.0,9,4,2019
2019-04-10,188.0,170.0,38.0,31.0,9.0,11.0,10,4,2019
2019-04-11,156.0,194.0,31.0,26.0,8.0,7.0,11,4,2019
2019-04-12,144.0,127.0,30.0,22.0,8.0,10.0,12,4,2019
2019-04-13,130.0,120.0,28.0,23.0,8.0,16.0,13,4,2019
2019-04-14,137.0,161.0,26.0,29.0,10.0,16.0,14,4,2019
2019-04-15,148.0,192.0,23.0,25.0,8.0,9.0,15,4,2019
2019-04-16,150.0,100.0,27.0,28.0,7.0,5.0,16,4,2019
2019-04-17,104.0,86.0,42.0,25.0,6.0,7.0,17,4,2019
2019-04-18,139.0,118.0,39.0,31.0,12.0,10.0,18,4,2019
2019-04-19,159.0,158.0,62.0,47.0,17.0,13.0,19,4,2019
2019-04-20,195.0,209.0,41.0,56.0,17.0,16.0,20,4,2019
2019-04-21,217.0,198.0,57.0,41.0,15.0,17.0,21,4,2019
2019-04-22,204.0,282.0,54.0,49.0,14.0,18.0,22,4,2019
2019-04-23,201.0,229.0,65.0,40.0,8.0,14.0,23,4,2019
2019-04-24,174.0,254.0,61.0,41.0,9.0,12.0,24,4,2019
2019-04-25,181.0,181.0,40.0,37.0,12.0,13.0,25,4,2019
2019-04-26,176.0,224.0,31.0,30.0,9.0,9.0,26,4,2019
2019-04-27,168.0,180.0,31.0,30.0,8.0,8.0,27,4,2019
2019-04-28,159.0,212.0,40.0,38.0,10.0,11.0,28,4,2019
2019-04-29,168.0,260.0,8.0,61.0,20.0,14.0,29,4,2019
2019-04-30,186.0,254.0,76.0,37.0,13.0,15.0,30,4,2019
2019-05-01,182.0,284.0,43.0,28.0,9.0,12.0,1,5,2019
2019-05-02,160.0,145.0,59.0,34.0,9.0,10.0,2,5,2019
2019-05-03,147.0,147.0,49.0,38.0,9.0,11.0,3,5,2019
2019-05-04,163.0,212.0,48.0,44.0,12.0,14.0,4,5,2019
2019-05-05,202.0,322.0,50.0,59.0,18.0,21.0,5,5,2019
2019-05-06,233.0,403.0,26.0,56.0,19.0,19.0,6,5,2019
2019-05-07,232.0,407.0,35.0,49.0,16.0,20.0,7,5,2019
2019-05-08,240.0,377.0,39.0,44.0,17.0,14.0,8,5,2019
2019-05-09,231.0,300.0,37.0,39.0,15.0,9.0,9,5,2019
2019-05-10,195.0,236.0,42.0,30.0,10.0,10.0,10,5,2019
2019-05-11,188.0,478.0,51.0,33.0,9.0,10.0,11,5,2019
2019-05-12,243.0,349.0,73.0,35.0,17.0,12.0,12,5,2019
2019-05-13,264.0,113.0,45.0,30.0,7.0,7.0,13,5,2019
2019-05-14,135.0,159.0,30.0,46.0,15.0,13.0,14,5,2019
2019-05-15,174.0,168.0,33.0,41.0,8.0,13.0,15,5,2019
2019-05-16,151.0,393.0,34.0,41.0,9.0,11.0,16,5,2019
2019-05-17,172.0,91.0,22.0,35.0,7.0,7.0,17,5,2019
2019-05-18,129.0,127.0,59.0,42.0,9.0,11.0,18,5,2019
2019-05-19,170.0,177.0,53.0,45.0,12.0,12.0,19,5,2019
2019-05-20,178.0,168.0,53.0,32.0,12.0,11.0,20,5,2019
2019-05-21,171.0,174.0,35.0,36.0,13.0,14.0,21,5,2019
2019-05-22,163.0,236.0,61.0,39.0,14.0,15.0,22,5,2019
2019-05-23,204.0,98.0,18.0,35.0,7.0,10.0,23,5,2019
2019-05-24,119.0,92.0,35.0,27.0,6.0,7.0,24,5,2019
2019-05-25,120.0,114.0,43.0,34.0,9.0,7.0,25,5,2019
2019-05-26,147.0,140.0,47.0,44.0,12.0,9.0,26,5,2019
2019-05-27,151.0,141.0,45.0,45.0,10.0,10.0,27,5,2019
2019-05-28,147.0,146.0,53.0,40.0,13.0,11.0,28,5,2019
2019-05-29,167.0,220.0,44.0,44.0,14.0,12.0,29,5,2019
2019-05-30,184.0,354.0,58.0,46.0,14.0,12.0,30,5,2019
2019-05-31,184.0,312.0,78.0,54.0,16.0,14.0,31,5,2019
2019-06-01,192.0,187.0,23.0,28.0,8.0,10.0,1,6,2019
2019-06-02,166.0,294.0,21.0,23.0,7.0,9.0,2,6,2019
2019-06-03,150.0,156.0,46.0,31.0,9.0,10.0,3,6,2019
2019-06-04,145.0,154.0,58.0,34.0,9.0,12.0,4,6,2019
2019-06-05,155.0,217.0,45.0,34.0,10.0,10.0,5,6,2019
2019-06-06,157.0,121.0,67.0,31.0,8.0,9.0,6,6,2019
2019-06-07,139.0,155.0,64.0,38.0,8.0,13.0,7,6,2019
2019-06-08,148.0,285.0,76.0,48.0,15.0,17.0,8,6,2019
2019-06-09,200.0,218.0,44.0,47.0,13.0,16.0,9,6,2019
2019-06-10,154.0,564.0,19.0,44.0,13.0,13.0,10,6,2019
2019-06-11,187.0,234.0,36.0,27.0,7.0,7.0,11,6,2019
2019-06-12,126.0,159.0,27.0,29.0,10.0,9.0,12,6,2019
2019-06-13,134.0,136.0,39.0,33.0,10.0,9.0,13,6,2019
2019-06-14,137.0,180.0,36.0,37.0,11.0,9.0,14,6,2019
2019-06-15,163.0,139.0,18.0,22.0,8.0,5.0,15,6,2019
2019-06-16,114.0,115.0,16.0,28.0,8.0,6.0,16,6,2019
2019-06-17,118.0,75.0,25.0,26.0,5.0,7.0,17,6,2019
2019-06-18,83.0,152.0,46.0,30.0,8.0,8.0,18,6,2019
2019-06-19,155.0,114.0,62.0,27.0,5.0,7.0,19,6,2019
2019-06-20,106.0,144.0,50.0,42.0,9.0,12.0,20,6,2019
2019-06-21,155.0,139.0,45.0,29.0,9.0,12.0,21,6,2019
2019-06-22,156.0,121.0,35.0,18.0,6.0,12.0,22,6,2019
2019-06-23,121.0,100.0,14.0,20.0,8.0,13.0,23,6,2019
2019-06-24,82.0,106.0,32.0,22.0,7.0,10.0,24,6,2019
2019-06-25,148.0,116.0,27.0,24.0,7.0,9.0,25,6,2019
2019-06-26,151.0,174.0,23.0,20.0,6.0,10.0,26,6,2019
2019-06-27,146.0,174.0,18.0,25.0,9.0,7.0,27,6,2019
2019-06-28,141.0,216.0,13.0,24.0,9.0,9.0,28,6,2019
2019-06-29,141.0,219.0,16.0,19.0,7.0,9.0,29,6,2019
2019-06-30,140.0,134.0,16.0,15.0,6.0,6.0,30,6,2019
2019-07-01,131.0,160.0,28.0,15.0,7.0,9.0,1,7,2019
2019-07-02,152.0,106.0,16.0,14.0,5.0,9.0,2,7,2019
2019-07-03,112.0,81.0,6.0,16.0,5.0,10.0,3,7,2019
2019-07-04,100.0,106.0,8.0,15.0,6.0,11.0,4,7,2019
2019-07-05,140.0,97.0,19.0,16.0,5.0,9.0,5,7,2019
2019-07-06,102.0,83.0,14.0,17.0,6.0,8.0,6,7,2019
2019-07-07,109.0,128.0,13.0,20.0,6.0,11.0,7,7,2019
2019-07-08,135.0,119.0,6.0,15.0,6.0,9.0,8,7,2019
2019-07-09,131.0,282.0,3.0,18.0,4.0,8.0,9,7,2019
2019-07-10,151.0,355.0,8.0,12.0,6.0,9.0,10,7,2019
2019-07-11,165.0,399.0,24.0,17.0,6.0,9.0,11,7,2019
2019-07-12,164.0,274.0,18.0,20.0,8.0,8.0,12,7,2019
2019-07-13,154.0,259.0,16.0,20.0,5.0,7.0,13,7,2019
2019-07-14,157.0,79.0,5.0,22.0,5.0,9.0,14,7,2019
2019-07-15,113.0,86.0,23.0,20.0,5.0,7.0,15,7,2019
2019-07-16,99.0,63.0,16.0,19.0,4.0,8.0,16,7,2019
2019-07-17,95.0,92.0,31.0,29.0,5.0,12.0,17,7,2019
2019-07-18,115.0,146.0,36.0,32.0,5.0,12.0,18,7,2019
2019-07-19,153.0,115.0,9.0,27.0,5.0,11.0,19,7,2019
2019-07-20,137.0,98.0,15.0,24.0,5.0,13.0,20,7,2019
2019-07-21,130.0,121.0,20.0,26.0,5.0,17.0,21,7,2019
2019-07-22,157.0,156.0,31.0,30.0,5.0,18.0,22,7,2019
2019-07-23,174.0,174.0,12.0,29.0,5.0,15.0,23,7,2019
2019-07-24,142.0,93.0,2.0,27.0,5.0,8.0,24,7,2019
2019-07-25,92.0,93.0,51.0,18.0,4.0,7.0,25,7,2019
2019-07-26,108.0,80.0,50.0,20.0,5.0,9.0,26,7,2019
2019-07-27,111.0,88.0,46.0,18.0,4.0,8.0,27,7,2019
2019-07-28,92.0,117.0,29.0,16.0,4.0,11.0,28,7,2019
2019-07-29,105.0,106.0,92.0,20.0,4.0,9.0,29,7,2019
2019-07-30,115.0,86.0,49.0,17.0,4.0,9.0,30,7,2019
2019-07-31,98.0,109.0,8.0,19.0,5.0,75.0,31,7,2019
2019-08-01,105.0,92.0,11.0,21.0,4.0,62.0,1,8,2019
2019-08-02,99.0,109.0,79.0,21.0,5.0,10.0,2,8,2019
2019-08-03,138.0,97.0,35.0,19.0,4.0,11.0,3,8,2019
2019-08-04,138.0,115.0,21.0,23.0,4.0,12.0,4,8,2019
2019-08-05,155.0,75.0,31.0,21.0,4.0,9.0,5,8,2019
2019-08-06,111.0,88.0,15.0,18.0,4.0,10.0,6,8,2019
2019-08-07,113.0,111.0,31.0,18.0,5.0,10.0,7,8,2019
2019-08-08,121.0,97.0,9.0,16.0,4.0,4.0,8,8,2019
2019-08-09,79.0,70.0,16.0,14.0,5.0,5.0,9,8,2019
2019-08-10,77.0,82.0,36.0,18.0,4.0,7.0,10,8,2019
2019-08-11,104.0,85.0,5.0,23.0,6.0,15.0,11,8,2019
2019-08-12,110.0,73.0,9.0,17.0,5.0,7.0,12,8,2019
2019-08-13,90.0,64.0,9.0,17.0,4.0,10.0,13,8,2019
2019-08-14,98.0,59.0,7.0,12.0,4.0,10.0,14,8,2019
2019-08-15,89.0,61.0,10.0,14.0,4.0,22.0,15,8,2019
2019-08-16,69.0,52.0,12.0,13.0,3.0,15.0,16,8,2019
2019-08-17,57.0,41.0,6.0,18.0,4.0,18.0,17,8,2019
2019-08-18,59.0,88.0,24.0,22.0,4.0,21.0,18,8,2019
2019-08-19,118.0,88.0,13.0,13.0,4.0,17.0,19,8,2019
2019-08-20,108.0,106.0,17.0,20.0,4.0,13.0,20,8,2019
2019-08-21,122.0,115.0,9.0,20.0,4.0,12.0,21,8,2019
2019-08-22,120.0,140.0,9.0,26.0,4.0,15.0,22,8,2019
2019-08-23,143.0,136.0,7.0,26.0,4.0,15.0,23,8,2019
2019-08-24,149.0,80.0,8.0,14.0,3.0,8.0,24,8,2019
2019-08-25,104.0,99.0,8.0,18.0,4.0,11.0,25,8,2019
2019-08-26,104.0,122.0,80.0,22.0,5.0,13.0,26,8,2019
2019-08-27,128.0,143.0,45.0,20.0,5.0,12.0,27,8,2019
2019-08-28,151.0,109.0,14.0,20.0,4.0,9.0,28,8,2019
2019-08-29,123.0,107.0,36.0,22.0,5.0,10.0,29,8,2019
2019-08-30,135.0,129.0,16.0,29.0,5.0,13.0,30,8,2019
2019-08-31,155.0,103.0,26.0,23.0,4.0,10.0,31,8,2019
2019-09-01,115.0,104.0,17.0,20.0,4.0,9.0,1,9,2019
2019-09-02,148.0,104.0,16.0,18.0,4.0,10.0,2,9,2019
2019-09-03,155.0,142.0,28.0,24.0,5.0,11.0,3,9,2019
2019-09-04,168.0,107.0,24.0,18.0,4.0,6.0,4,9,2019
2019-09-05,117.0,108.0,32.0,20.0,6.0,12.0,5,9,2019
2019-09-06,134.0,94.0,17.0,20.0,5.0,8.0,6,9,2019
2019-09-07,256.0,71.0,1.0,13.0,4.0,7.0,7,9,2019
2019-09-08,95.0,99.0,8.0,17.0,4.0,9.0,8,9,2019
2019-09-09,144.0,106.0,7.0,18.0,5.0,9.0,9,9,2019
2019-09-10,153.0,127.0,21.0,24.0,5.0,10.0,10,9,2019
2019-09-11,168.0,122.0,27.0,20.0,5.0,9.0,11,9,2019
2019-09-12,162.0,104.0,14.0,18.0,5.0,7.0,12,9,2019
2019-09-13,118.0,100.0,12.0,16.0,4.0,5.0,13,9,2019
2019-09-14,100.0,107.5,14.5,18.0,5.0,8.0,14,9,2019
2019-09-15,134.0,158.0,13.0,25.0,4.0,10.0,15,9,2019
2019-09-16,151.0,123.0,30.0,26.0,5.0,10.0,16,9,2019
2019-09-17,154.0,116.0,21.0,23.0,3.0,8.0,17,9,2019
2019-09-18,130.0,129.0,7.0,25.0,5.0,5.0,18,9,2019
2019-09-19,106.0,134.0,7.0,21.0,3.0,8.0,19,9,2019
2019-09-20,105.0,107.5,14.5,18.0,5.0,8.0,20,9,2019
2019-09-21,134.0,122.0,14.0,17.0,6.0,7.0,21,9,2019
2019-09-22,134.0,127.0,14.0,18.0,5.0,8.0,22,9,2019
2019-09-23,169.0,117.0,5.0,17.0,5.0,7.0,23,9,2019
2019-09-24,145.0,112.0,14.0,12.0,6.0,7.0,24,9,2019
2019-09-25,124.0,102.0,56.0,12.0,6.0,8.0,25,9,2019
2019-09-26,115.0,93.0,53.0,9.0,7.0,6.0,26,9,2019
2019-09-27,79.0,97.0,54.0,10.0,6.0,6.0,27,9,2019
2019-09-28,105.0,102.0,11.0,9.0,5.0,6.0,28,9,2019
2019-09-29,83.0,100.0,14.0,12.0,5.0,12.0,29,9,2019
2019-09-30,149.0,114.0,15.0,12.0,5.0,9.0,30,9,2019
2019-10-01,120.0,83.0,17.0,12.0,5.0,8.0,1,10,2019
2019-10-02,113.0,151.0,31.0,15.0,6.0,9.0,2,10,2019
2019-10-03,154.0,85.0,14.0,15.0,5.0,7.0,3,10,2019
2019-10-04,133.0,88.0,16.0,17.0,5.0,8.0,4,10,2019
2019-10-05,119.0,102.0,18.0,16.0,5.0,8.0,5,10,2019
2019-10-06,146.0,106.0,12.0,17.0,3.0,7.0,6,10,2019
2019-10-07,143.0,92.0,19.0,16.0,6.0,7.0,7,10,2019
2019-10-08,122.0,142.0,63.0,18.0,6.0,11.0,8,10,2019
2019-10-09,160.0,177.0,46.0,27.0,8.0,12.0,9,10,2019
2019-10-10,190.0,136.0,39.0,19.0,6.0,11.0,10,10,2019
2019-10-11,172.0,156.0,23.0,22.0,6.0,13.0,11,10,2019
2019-10-12,188.0,184.0,30.0,20.0,7.0,12.0,12,10,2019
2019-10-13,217.0,208.0,28.0,22.0,7.0,14.0,13,10,2019
2019-10-14,201.0,217.0,43.0,30.0,6.0,19.0,14,10,2019
2019-10-15,200.0,233.0,45.0,31.0,7.0,15.0,15,10,2019
2019-10-16,219.0,224.0,108.0,22.0,8.0,14.0,16,10,2019
2019-10-17,204.0,223.0,20.0,18.0,5.0,10.0,17,10,2019
2019-10-18,162.0,127.0,34.0,20.0,7.0,9.0,18,10,2019
2019-10-19,161.0,136.0,16.0,19.0,7.0,12.0,19,10,2019
2019-10-20,145.0,199.0,37.0,20.0,8.0,11.0,20,10,2019
2019-10-21,207.0,180.0,23.0,22.0,9.0,11.0,21,10,2019
2019-10-22,184.0,254.0,25.0,32.0,10.0,14.0,22,10,2019
2019-10-23,207.0,380.0,40.0,29.0,10.0,22.0,23,10,2019
2019-10-24,290.0,244.0,62.0,26.0,9.0,17.0,24,10,2019
2019-10-25,208.0,303.0,53.0,30.0,8.0,19.0,25,10,2019
2019-10-26,247.0,365.0,29.0,26.0,10.0,16.0,26,10,2019
2019-10-27,326.0,375.0,21.0,19.0,15.0,18.0,27,10,2019
2019-10-28,398.0,424.0,7.0,22.0,8.0,20.0,28,10,2019
2019-10-29,400.0,445.0,6.0,26.0,10.0,23.0,29,10,2019
2019-10-30,390.0,495.0,6.0,28.0,11.0,25.0,30,10,2019
2019-10-31,424.0,589.0,13.0,37.0,11.0,27.0,31,10,2019
2019-11-01,495.0,367.0,6.0,26.0,8.0,18.0,1,11,2019
2019-11-02,384.0,925.0,5.0,20.0,6.0,31.0,2,11,2019
2019-11-03,828.0,389.0,9.0,24.0,6.0,17.0,3,11,2019
2019-11-04,400.0,239.0,17.0,22.0,7.0,13.0,4,11,2019
2019-11-05,298.0,181.0,16.0,31.0,8.0,14.0,5,11,2019
2019-11-06,197.0,221.0,6.0,21.0,6.0,15.0,6,11,2019
2019-11-07,257.0,190.0,10.0,25.0,7.0,16.0,7,11,2019
2019-11-08,233.0,162.0,6.0,19.0,6.0,11.0,8,11,2019
2019-11-09,229.0,180.0,12.0,21.0,9.0,12.0,9,11,2019
2019-11-10,246.0,316.0,14.0,24.0,10.0,16.0,10,11,2019
2019-11-11,342.0,534.0,14.0,24.0,9.0,18.0,11,11,2019
2019-11-12,509.0,439.0,12.0,28.0,10.0,22.0,12,11,2019
2019-11-13,436.0,511.0,9.0,30.0,9.0,24.0,13,11,2019
2019-11-14,446.0,455.0,8.0,28.0,8.0,22.0,14,11,2019
2019-11-15,420.0,236.0,6.0,17.0,6.0,13.0,15,11,2019
2019-11-16,265.0,135.0,5.0,15.0,5.0,10.0,16,11,2019
2019-11-17,178.0,155.0,7.0,18.0,6.0,15.0,17,11,2019
2019-11-18,209.0,202.0,7.0,18.0,6.0,20.0,18,11,2019
2019-11-19,223.0,338.0,10.0,15.0,8.0,23.0,19,11,2019
2019-11-20,296.0,320.0,10.0,14.0,9.0,27.0,20,11,2019
2019-11-21,281.0,294.0,6.0,14.0,7.0,25.0,21,11,2019
2019-11-22,281.0,176.0,6.0,13.0,5.0,17.0,22,11,2019
2019-11-23,211.0,139.0,3.0,10.0,6.0,16.0,23,11,2019
2019-11-24,172.0,170.0,4.0,11.0,6.0,18.0,24,11,2019
2019-11-25,203.0,233.0,20.0,12.0,6.0,20.0,25,11,2019
2019-11-26,204.0,119.0,6.0,13.0,4.0,15.0,26,11,2019
2019-11-27,150.0,80.0,4.0,16.0,4.0,13.0,27,11,2019
2019-11-28,116.0,99.0,6.0,15.0,5.0,15.0,28,11,2019
2019-11-29,141.0,150.0,6.0,18.0,5.0,17.0,29,11,2019
2019-11-30,194.0,154.0,13.0,23.0,5.0,16.0,30,11,2019
2019-12-01,215.0,202.0,14.0,25.0,5.0,18.0,1,12,2019
2019-12-02,249.0,229.0,12.0,27.0,6.0,20.0,2,12,2019
2019-12-03,248.0,289.0,13.0,29.0,7.0,20.0,3,12,2019
2019-12-04,272.0,521.0,8.0,35.0,6.0,27.0,4,12,2019
2019-12-05,412.0,335.0,5.0,28.0,6.0,23.0,5,12,2019
2019-12-06,334.0,316.0,6.0,26.0,5.0,20.0,6,12,2019
2019-12-07,324.0,381.0,4.0,25.0,6.0,23.0,7,12,2019
2019-12-08,353.0,292.0,8.0,25.0,5.0,23.0,8,12,2019
2019-12-09,298.0,401.0,8.0,29.0,5.0,26.0,9,12,2019
2019-12-10,359.0,556.0,10.0,35.0,5.0,31.0,10,12,2019
2019-12-11,441.0,450.0,8.0,17.0,3.0,24.0,11,12,2019
2019-12-12,400.0,108.0,4.0,12.0,3.0,15.0,12,12,2019
2019-12-13,185.0,135.0,4.0,11.0,4.0,18.0,13,12,2019
2019-12-14,188.0,121.0,3.0,8.0,3.0,13.0,14,12,2019
2019-12-15,191.0,112.0,4.0,10.0,4.0,14.0,15,12,2019
2019-12-16,178.0,123.0,6.0,12.0,4.0,14.0,16,12,2019
2019-12-17,192.0,160.0,13.0,15.0,3.0,15.0,17,12,2019
2019-12-18,242.0,426.0,9.0,21.0,4.0,25.0,18,12,2019
2019-12-19,413.0,482.0,11.0,20.0,4.0,25.0,19,12,2019
2019-12-20,451.0,278.0,6.0,14.0,3.0,20.0,20,12,2019
2019-12-21,341.0,141.0,6.0,12.0,3.0,16.0,21,12,2019
2019-12-22,224.0,156.0,6.0,12.0,4.0,17.0,22,12,2019
2019-12-23,237.0,332.0,8.0,16.0,3.0,21.0,23,12,2019
2019-12-24,351.0,172.0,5.0,11.0,3.0,15.0,24,12,2019
2019-12-25,233.0,204.0,6.0,12.0,3.0,16.0,25,12,2019
2019-12-26,272.0,314.0,7.0,13.0,4.0,17.0,26,12,2019
2019-12-27,340.0,375.0,6.0,13.0,6.0,21.0,27,12,2019
2019-12-28,360.0,421.0,10.0,14.0,6.0,22.0,28,12,2019
2019-12-29,397.0,292.0,7.0,16.0,4.0,20.0,29,12,2019
2019-12-30,298.0,292.0,7.0,16.0,4.0,20.0,30,12,2019
2019-12-31,298.0,504.0,8.0,17.0,9.0,23.0,31,12,2019
2021-01-01,370.0,541.0,11.0,42.0,12.0,49.0,1,1,2021
2021-01-02,292.0,168.0,7.0,26.0,10.0,35.0,2,1,2021
2021-01-03,175.0,106.0,11.0,27.0,9.0,25.0,3,1,2021
2021-01-04,137.0,70.0,23.0,23.0,8.0,23.0,4,1,2021
2021-01-05,118.0,118.0,19.0,22.0,9.0,26.0,5,1,2021
2021-01-06,168.0,112.0,9.0,20.0,7.0,22.0,6,1,2021
2021-01-07,156.0,157.0,9.0,23.0,8.0,26.0,7,1,2021
2021-01-08,170.0,143.0,8.0,23.0,9.0,23.0,8,1,2021
2021-01-09,166.0,117.0,8.0,19.0,6.0,16.0,9,1,2021
2021-01-10,158.0,132.0,7.0,24.0,8.0,19.0,10,1,2021
2021-01-11,189.0,152.0,17.0,28.0,6.0,28.0,11,1,2021
2021-01-12,246.0,185.0,17.0,30.0,10.0,20.0,12,1,2021
2021-01-13,280.0,198.0,24.0,37.0,10.0,59.0,13,1,2021
2021-01-14,437.0,217.0,25.0,46.0,12.0,51.0,14,1,2021
2021-01-15,506.0,484.0,4.0,32.0,9.0,1.0,15,1,2021
2021-01-16,310.0,526.0,8.0,25.0,8.0,22.0,16,1,2021
