date, pm25, pm10, o3, no2, co
19-10-18,48,73,73,40,26
18-10-18,60,66,75,40,27
17-10-18,65,84,26,40,28
16-10-18,68,92,74,40,30
15-10-18,63,84,84,40,28
14-10-18,52,63,83,40,32
13-10-18,42,52,55,41,36
12-10-18,47,41,78,41,43
11-10-18,42,47,77,41,38
10-10-18,30,41,87,41,40
09-10-18,23,27,84,44,32
08-10-18,25,21,92,46,28
07-10-18,43,23,91,46,33
06-10-18,40,42,85,46,41
05-10-18,33,39,70,47,68
04-10-18,34,31,70,47,67
03-10-18,34,32,86,47,73
02-10-18,35,32,84,47,80
01-10-18,41,33,71,47,77
30-09-18,38,40,65,47,85
29-09-18,34,36,71,44,83
28-09-18,37,32,82,44,76
27-09-18,36,35,70,44,76
26-09-18,33,34,73,44,77
25-09-18,34,31,72,44,81
24-09-18,34,32,70,44,74
23-09-18,34,32,66,44,69
22-09-18,34,32,63,44,67
21-09-18,31,32,75,44,67
20-09-18,31,30,74,44,67
19-09-18,29,29,44,44,76
18-09-18,21,27,43,47,75
17-09-18,20,19,57,44,72
16-09-18,23,17,57,44,68
15-09-18,23,21,47,44,70
14-09-18,23,21,47,44,70
13-09-18,36,20,47,44,69
12-09-18,36,34,63,44,76
11-09-18,33,34,63,44,76
10-09-18,23,31,63,44,73
09-09-18,23,21,54,44,61
08-09-18,23,21,54,44,61
07-09-18,24,20,54,44,60
06-09-18,23,21,54,44,61
05-09-18,23,20,53,44,58
04-09-18,20,20,40,44,54
03-09-18,18,17,39,44,52
02-09-18,22,16,43,44,54
01-09-18,23,19,52,44,59
31-08-18,26,20,50,47,59
30-08-18,26,24,48,47,60
29-08-18,23,24,48,40,60
28-08-18,20,20,37,37,56
27-08-18,20,17,39,37,55
26-08-18,21,17,40,37,59
25-08-18,20,18,32,37,56
24-08-18,19,17,33,37,57
23-08-18,19,16,41,35,60
22-08-18,17,16,41,35,58
21-08-18,17,14,40,35,56
20-08-18,18,14,40,35,56
19-08-18,20,15,44,35,55
18-08-18,22,18,45,35,54
17-08-18,21,19,45,35,53
16-08-18,20,18,46,34,56
15-08-18,23,17,42,35,59
14-08-18,19,20,40,35,59
13-08-18,18,17,40,35,59
12-08-18,19,15,44,35,58
11-08-18,21,16,44,35,55
10-08-18,23,18,41,35,57
09-08-18,24,21,42,35,59
08-08-18,23,22,42,35,58
07-08-18,23,20,45,35,58
06-08-18,24,20,44,35,53
05-08-18,22,21,46,35,55
04-08-18,21,19,44,35,58
03-08-18,27,19,40,35,59
02-08-18,33,24,43,35,56
01-08-18,32,31,46,35,58
31-07-18,28,30,45,35,61
30-07-18,26,26,44,35,61
29-07-18,24,24,47,35,57
28-07-18,22,22,46,35,59
27-07-18,24,19,44,35,57
26-07-18,26,21,43,35,53
25-07-18,22,24,43,35,50
24-07-18,21,19,36,35,55
23-07-18,22,19,36,37,54
22-07-18,21,20,43,39,51
21-07-18,21,18,44,38,51
20-07-18,20,18,51,36,52
19-07-18,20,17,50,35,49
18-07-18,21,17,48,35,46
17-07-18,18,18,43,35,46
16-07-18,18,15,40,35,44
15-07-18,20,15,29,35,42
14-07-18,21,17,24,35,43
13-07-18,21,19,26,35,42
12-07-18,21,18,39,35,41
11-07-18,20,18,40,35,41
10-07-18,19,18,40,35,43
09-07-18,20,16,40,35,44
08-07-18,21,18,33,33,42
07-07-18,22,18,42,33,42
06-07-18,20,19,41,35,42
05-07-18,20,17,41,35,46
04-07-18,23,17,39,35,47
03-07-18,24,20,36,35,47
02-07-18,25,22,47,35,46
01-07-18,30,23,46,35,45
30-06-18,29,28,50,35,53
29-06-18,25,27,50,35,53
28-06-18,24,23,37,33,48
27-06-18,25,22,54,33,52
26-06-18,23,22,48,33,47
25-06-18,19,20,40,33,47
24-06-18,22,17,41,33,46
23-06-18,26,20,46,33,49
22-06-18,32,24,49,33,54
21-06-18,35,29,52,33,58
20-06-18,31,33,51,33,62
19-06-18,25,29,62,33,65
18-06-18,15,23,61,33,57
17-06-18,19,12,56,33,51
16-06-18,23,16,52,33,47
15-06-18,24,20,52,33,45
14-06-18,30,22,49,33,47
13-06-18,34,28,50,33,47
12-06-18,40,32,49,33,45
11-06-18,36,38,45,33,43
10-06-18,24,34,43,33,38
09-06-18,25,22,50,33,36
08-06-18,31,23,50,33,42
07-06-18,35,30,50,33,44
06-06-18,37,33,64,33,41
05-06-18,33,36,72,33,46
04-06-18,30,31,50,33,45
03-06-18,35,28,62,33,47
02-06-18,46,34,62,33,45
01-06-18,48,46,48,33,37
31-05-18,45,48,71,33,34
30-05-18,41,44,70,53,36
29-05-18,63,40,57,76,38
28-05-18,104,65,32,88,41
27-05-18,85,103,62,92,52
26-05-18,46,82,61,99,53
25-05-18,53,45,47,133,38
24-05-18,50,53,56,104,35
23-05-18,48,49,55,73,31
22-05-18,50,47,59,63,31
21-05-18,54,50,62,51,43
20-05-18,56,54,61,42,42
19-05-18,44,56,59,37,65
18-05-18,49,43,42,33,61
17-05-18,55,49,38,36,24
16-05-18,46,55,42,46,10
15-05-18,45,45,40,50,47
14-05-18,45,44,72,40,46
13-05-18,45,44,62,27,40
12-05-18,46,44,56,23,38
11-05-18,56,45,53,23,38
10-05-18,58,56,64,23,45
09-05-18,42,58,64,27,47
08-05-18,42,41,43,27,36
07-05-18,50,41,60,25,38
06-05-18,62,50,72,23,46
05-05-18, ,63,71,24,55
03-05-18,74, , ,22, 
02-05-18,79,75,40,22,94
01-05-18,73,80,40,23,96
30-04-18,62,75,78,22,96
29-04-18,65,63,73,23,96
28-04-18,77,66,90,26,99
27-04-18,81,78,95,26,99
26-04-18,78,83,89,26,98
25-04-18,80,80,57,26,92
24-04-18,78,81,72,25,91
23-04-18,71,80,72,27,91
22-04-18, ,72,62,26,86
20-04-18,99, , , , 
19-04-18,97,102,57,29,91
18-04-18,85,98,57,29,91
17-04-18,80,86,51,30,90
16-04-18,70,81,78,28,87
15-04-18, ,71,74,26,83
14-04-18,98, , , , 
13-04-18,92,101,77, , 
12-04-18,94,95,95,30, 
11-04-18,104,94,95,30,66
10-04-18,96,103,98,32,62
09-04-18,165,99,98,32,58
08-04-18,153,126,25,33,66
07-04-18,121,122,34,33,59
06-04-18,96,110,36,32,52
05-04-18,102,99,62,30,55
04-04-18,94,101,77,30,57
03-04-18,75,93,78,30,53
02-04-18,71,76,78,27,49
01-04-18,65,72,87,27,48
31-03-18,73,65,85,27,44
30-03-18,74,73,93,28,42
29-03-18,84,75,91,29,47
28-03-18,146,86,83,28,50
27-03-18,246,118,83,30,65
26-03-18,239,155,112,31,66
25-03-18,144,154,108,30,59
24-03-18,118,118,93,31,57
23-03-18,79,105,90,33,53
22-03-18,67,80,88,32,37
21-03-18,70,67,79,31,33
20-03-18,86,71,86,32,35
19-03-18,145,88,95,37,46
18-03-18,186,116,90,40,53
17-03-18,120,133,92,40,52
16-03-18,107,106,88,38,39
15-03-18,136,102,68,37,47
14-03-18,212,116,128,38,56
13-03-18,244,142,126,39,60
12-03-18,169,153,110,40,62
11-03-18,150,127,107,36,57
10-03-18,131,120,153,37,63
09-03-18,106,114,166,37,61
08-03-18,157,105,185,34,46
07-03-18,215,123,181,35,51
06-03-18,142,144,166,35,59
05-03-18,124,120,133,27,77
04-03-18, ,112,125,23,101
02-03-18, , , ,58, 
01-03-18, , ,24,51,105
28-02-18, , ,24,40,105
27-02-18,267, , ,23, 
26-02-18,282,160,130,25,101
25-02-18,235,161,141,30,100
24-02-18,173,144,174,30,101
23-02-18,153,127,174,29,103
22-02-18,170,119,187,31,103
21-02-18,156,125,133,31,102
20-02-18,113,120,130,33,103
19-02-18,84,101,188,27,94
18-02-18,109,84,182,21,93
17-02-18,133,104,143,29,102
16-02-18,132,112,140,29,103
15-02-18,93,109,100,27,101
14-02-18,87,93,98,23,91
13-02-18,77,85,87,24,96
12-02-18,96,76,78,23,94
11-02-18,108,93,107,25,92
10-02-18,107,104,107,27,99
09-02-18,99,103,96,25,92
08-02-18,121,98,98,24,93
07-02-18,160,105,108,30,96
06-02-18,179,122,118,33,94
05-02-18,209,129,159,32,93
04-02-18,165,140,173,33,100
03-02-18,156,125,186,39,94
02-02-18,205,121,175,40,98
01-02-18,221,138,124,40,100
31-01-18,254,144,114,38,92
30-01-18,224,158,131,38,89
29-01-18,105,148,152,35,98
28-01-18,106,102,149,31,95
27-01-18,129,103,197,34,85
26-01-18,146,111,192,32,77
25-01-18,112,117,165,34,90
24-01-18,109,102,92,32,89
23-01-18,112,97,159,29,71
22-01-18,45,126,173,35,88
21-01-18,38,124,171,35,89
20-01-18,44,114,154,35,79
19-01-18,45,110,131,32,86
18-01-18,59,99,108,30,86
17-01-18,113,86,100,29,80
16-01-18,165,102,110,31,84
15-01-18,175,123,108,34,99
14-01-18,174,128,97,36,104
13-01-18,206,127,49,35,104
12-01-18,217,138,139,36,86
11-01-18,249,143,139,36,88
10-01-18,236,154,154,35,82
09-01-18,129,149,151,34,72
08-01-18,95,111,150,32,67
07-01-18,103,96,162,27,68
06-01-18,132,100,148,27,70
05-01-18,192,113,100,29,75
04-01-18,192,133,171,30,84
03-01-18,166,133,163,30,79
02-01-18,168,124,181,29,73
01-01-18,279,125,172,31,79
31-12-17, ,165,41,43,98
30-12-17,279, , , , 
29-12-17,293,165,41,38,98
28-12-17,270,175,114,35,81
27-12-17,196,170,114,35,74
26-12-17,175,135,93,32,81
25-12-17,176,127,93,32,78
24-12-17,198,128,171,33,73
23-12-17,256,136,162,34,78
22-12-17,268,166,104,33,75
21-12-17,196,171,168,31,72
20-12-17,211,135,165,31,60
19-12-17,204,141,83,29,71
18-12-17,187,138,96,29,66
17-12-17,175,131,96,26,55
16-12-17,148,128,84,24,62
15-12-17,94,118,107,28,60
14-12-17,78,92,96,27,64
13-12-17,72,77,83,24,59
12-12-17,123,71,83,23,48
11-12-17,190,100,130,26,51
10-12-17,173,132,127,31,80
09-12-17,121,127,96,29,75
08-12-17,62,102,86,27,78
07-12-17,40,60,66,25,60
06-12-17,56,37,49,21,40
05-12-17,126,54,49,19, 
04-12-17,171,106,90,23, 
03-12-17,193,126,101,25, 
02-12-17,226,134,102,25, 
01-12-17,239,146,98,24, 
30-11-17,140,150,58,25, 
29-11-17,40,137,130,26, 
28-11-17,26,135,118,26, 
27-11-17,29,137,114,23,22
26-11-17,34,155,148,24,22
25-11-17,30,140,143,25, 
24-11-17,24,91,119,22,75
23-11-17,20,70,115,21,75
22-11-17,29,70,49,22, 
21-11-17,43,80,60,23, 
20-11-17,33,88,60,22, 
19-11-17,37,123,104,26, 
18-11-17,43,134,112,26, 
17-11-17,33,143,112,27, 
16-11-17,33,135,49,28,70
15-11-17,38,135,97,27,60
14-11-17,39,129,151,28,36
13-11-17,36,122,148,26,24
12-11-17,43,126,106,23,12
11-11-17,41,141,125,25,23
10-11-17,37,134,121,25,36
09-11-17,44,111,114,24,21
08-11-17,123,119,104,24, 
07-11-17,196,122,112,24, 
06-11-17,180,109,108,22,31
05-11-17, ,105,85,21,31
03-11-17,252, , , , 
02-11-17,253,122,105,24,26
01-11-17,220,123,113,25,40
31-10-17,214,115,120,25,46
30-10-17,197,113,115,35,45
29-10-17,171,109,82,45,40
28-10-17,146,100,81,44,36
27-10-17,162,101,75,44,38
26-10-17,158,113,66,44,46
25-10-17,115,114,54,43,54
24-10-17,120,112,72,38,47
23-10-17,93,117,58,31,45
22-10-17,100,103,59,28,54
21-10-17,144,107,61,29,48
20-10-17,172,126,62,26,40
19-10-17,124,138,81,25,35
18-10-17,92,114,78,21,53
17-10-17,71,90,79,7,78
16-10-17,39,71,79,4,71
15-10-17,39,37,52,1,9
14-10-17,34,37,51, ,11
13-10-17,29,32,47, ,8
12-10-17,27,27,57, ,8
11-10-17,31,24,55,2,6
10-10-17,33,28,44,2,7
09-10-17,24,31,53,3,12
08-10-17,37,21,52,2,12
07-10-17,69,35,46,3,11
06-10-17,97,69,46,2,14
05-10-17,98,99,51,2,22
04-10-17,79,99,83,12,20
03-10-17,63,80,81,19,17
02-10-17,55,63,63,14,15
01-10-17,48,54,63,22,16
30-09-17,51,47,60,26,22
29-09-17,61,51,66,23,17
28-09-17,69,62,56,19,20
27-09-17,55,69,69,15,19
26-09-17,52,55,70,13,18
25-09-17,46,51,69,13,19
24-09-17,37,45,67,12,11
23-09-17,34,36,54,19,4
22-09-17, ,33,53,22,11
21-09-17, , , ,15, 
02-09-17,48, , ,14, 
01-09-17,48,47,38,14,62
31-08-17,36,47,52,16,60
30-08-17,19,34,47,16,56
29-08-17,16,16,39,14,57
28-08-17,15,13,49,15,64
27-08-17,15,12,49,13,64
26-08-17,20,12,40,12,64
25-08-17,32,17,40,12,64
24-08-17,34,30,45, ,65
23-08-17,31,32,45,14,66
22-08-17,21,29,36,14,67
21-08-17,18,18,36,15,67
20-08-17,24,16,50,12,61
19-08-17,45,22,50,12,62
18-08-17,47,44,38,14,66
17-08-17,40,45,41,14,68
16-08-17,36,38,41,12,68
15-08-17,30,34,40,9,69
14-08-17,34,28,45,9,75
13-08-17,33,32,54,9,85
12-08-17,28,31,54,10,84
11-08-17,32,26,52,10,84
10-08-17,40,31,51, ,85
09-08-17,43,39,52,11,86
08-08-17,39,42,77,11,86
07-08-17,39,38,75, ,85
06-08-17,39,37,81,10,85
05-08-17,38,37,78,9,84
04-08-17,32,36,71,9,83
03-08-17,30,30,50,15,76
02-08-17,24,28,52,15,77
01-08-17,19,23,52,15,83
31-07-17,18,18,58,15,91
30-07-17, ,17,58, ,94
29-07-17,18, , , , 
28-07-17,19,17,57,12,90
27-07-17,19,17,58,12,83
26-07-17,37,14,58,28,67
25-07-17,40,33,58,30,58
24-07-17,34,36,56,9,49
23-07-17, ,30,55,8,49
22-07-17,28, , ,8, 
21-07-17,18,24,56,10,52
20-07-17,14,13,56,11,53
19-07-17,24,8,51,12,59
18-07-17,24,19, ,10,54
17-07-17,25,19, ,11,53
16-07-17,40,21, ,11,54
15-07-17,38,36,24,12,52
14-07-17,41,34,25,11,44
13-07-17,47,37, ,10,35
12-07-17,45,44,25,10,89
11-07-17,46,42,25,13,114
10-07-17,49,32,9,12,28
09-07-17,56,41,11,10,28
08-07-17,54,53,23,10,30
07-07-17,49,51,23,11,24
06-07-17,46,45,22,12,13
05-07-17,43,43,25,11,13
04-07-17,44,40,24,11,13
03-07-17,35,40,13,11,13
02-07-17,40,31,13,12,23
01-07-17,40,36,17,14,34
30-06-17,37,37,18,14,31
29-06-17,38,33,20,13,33
28-06-17,37,35,24,12,34
27-06-17,28,33,24,14,35
26-06-17,25,24,27,13,35
25-06-17,46,21,27,11,34
24-06-17,44,42,21,11,29
23-06-17,44,41,22,12,29
22-06-17,47,41,23,11,30
21-06-17,39,44,24,12,28
20-06-17,35,35,25,11,27
19-06-17,35,31,24,11,26
18-06-17,33,30,24,13,26
17-06-17,31,29,22,15,27
16-06-17,32,26,29,15,28
15-06-17,36,27,32,17,27
14-06-17,39,32,36,16,28
13-06-17,30,36,34,14,29
12-06-17,30,25,17,13,32
11-06-17,31,25,42,12,31
10-06-17,38,27,43,12,30
09-06-17,35,34,40,11,29
08-06-17,39,31,39,11,29
07-06-17,58,35,37,12,29
06-06-17,57,56,30,13,29
05-06-17,45,54,36,14,29
04-06-17,40,42,35,15,29
03-06-17,48,36,48,17,27
02-06-17,45,45,49,13,25
01-06-17,48,41,52,11,24
31-05-17,48,45,50,11,24
30-05-17,54,45,45,11,23
29-05-17,50,52,34,10,26
28-05-17,52,47,32,9,34
27-05-17,62,50,48,10,33
26-05-17,71,60,46,15,33
25-05-17,74,70,36,16,33
24-05-17,70,72,37,16,31
23-05-17,64,69,37,13,28
22-05-17,54,63,18,14,28
21-05-17,39,54,32,16,45
20-05-17,34,50,38,14,54
19-05-17,38,61,37,16,42
18-05-17,29,67,34,18,26
17-05-17,25,65,47,18,26
16-05-17,24,65,43,18,25
15-05-17,29,56,39,23,25
14-05-17,35,61,31,28,25
13-05-17,34,78,21,25,27
12-05-17,33,77,50,22,25
11-05-17,33,69,42,23,25
10-05-17,34,67,26,22,25
09-05-17,34,71,45,32,25
08-05-17,37,80,43,30,56
07-05-17,41,79,28,18,90
06-05-17,45,81,38,19,86
05-05-17,44,86,37,19,87
04-05-17,47,88,35,17,87
03-05-17,49,90,44,19,83
02-05-17,52,96,66,21,81
01-05-17,49,99,56,24,83
30-04-17,45,96,48,19,83
29-04-17,43,92,51,15,82
28-04-17,45,81,58,20,54
27-04-17,49,90,51,19,45
26-04-17,47,93,46,21,44
25-04-17,40,81,44,18,45
24-04-17,38,67,56,15,44
23-04-17,33,71,49,16,36
22-04-17,31,68,38,18,31
21-04-17,34,59,36,15,30
20-04-17,38,67,29,21,29
19-04-17,43,74,39,32, 
18-04-17,50,86,52,43,35
17-04-17, ,101,52,6,35
31-03-17,60, , , , 
30-03-17, ,96,73,13,31
26-03-17,60, , ,13, 
25-03-17,66,96,73,21,31
24-03-17,71,107,95,34,34
23-03-17,60,116,92,38,38
22-03-17,50,105,82,35,36
21-03-17,51,96,66,36,36
20-03-17,51,93,68,35,34
19-03-17,52,90,74,27,31
18-03-17,50,93,70,26,33
17-03-17,48,86,88,29,35
16-03-17,61,86,74,31,32
15-03-17,63,105,80,38,31
14-03-17,68,104,92,36,33
13-03-17,64,109,99,32,34
12-03-17,45,104,96,29,35
11-03-17,41,78,82,23,31
10-03-17,42,74,70,22,29
09-03-17,49,76,67,27,22
08-03-17,52,83,61,27,23
07-03-17,56,95,78,30,24
06-03-17,59,101,90,32,25
05-03-17,58,109,88,30,27
04-03-17,67,111,64,32,29
03-03-17,67,109,82,36,29
02-03-17,83,107,82,26,31
01-03-17,78,131,71,28,83
28-02-17,75,128,71,50,82
27-02-17,65,127,69,47,86
26-02-17,60,110,84,41,82
25-02-17,59,105,82,37,80
24-02-17,57,106,77,33,80
23-02-17,57,101,76,33,80
22-02-17, ,98,55,34,84
21-02-17,60, , ,95, 
20-02-17,59,107,73,74,25
19-02-17,62,109,71,44,30
18-02-17,74,115,26,44,35
17-02-17,73,130,108,41,42
16-02-17,74,124,103,41,36
15-02-17,71,125,46,39,34
14-02-17,63,123,76,38,30
13-02-17,60,111,86,41,24
12-02-17,61,107,83, ,27
11-02-17,59,106,26,38,36
10-02-17,59,102,34,35,35
09-02-17,66,103,46,31,36
08-02-17,69,112,46,35,39
07-02-17,62,112,74,37,37
06-02-17, ,104,74,32,37
05-02-17,63, , , , 
04-02-17,72,114,48,37, 
03-02-17,87,119,62,42,36
02-02-17,77,129,62,51,39
01-02-17,69,121,74,48,34
31-01-17,77,111,76,43,22
30-01-17,76,116,75,44,24
29-01-17,69,118,53,42,26
28-01-17,57,110,29,37,33
27-01-17,61,95,42,31,42
26-01-17,82,100,42,30,40
25-01-17,88,127,37,44,45
24-01-17,77,132,65,45,43
23-01-17,71,120,65,38,42
22-01-17,75,114,60,39,43
21-01-17,81,118,72,40,37
20-01-17,75,125,69,44,41
19-01-17,68,116,76,40,41
18-01-17,68,108,81,40,37
17-01-17,70,108,75,37,42
16-01-17,73,110,74,34,45
15-01-17,94,109,73,28,44
14-01-17,94,132,54,33,48
13-01-17,92,133,64,45,47
12-01-17,74,131,64,42,50
11-01-17,64,112,79,36,40
10-01-17,54,103,77,30,41
09-01-17,56,89,53,26,45
08-01-17,64,87,73,30,40
07-01-17,83,104,69,34,42
06-01-17,91,125,93,42,45
05-01-17,80,132,90,47,44
04-01-17,77,126,83,39,43
03-01-17,108,119,79,38,44
02-01-17,110,129,80,46,40
01-01-17,93,130,76,57,47
31-12-16,106,140,62,58,58
30-12-16,108,157,84,56,81
29-12-16,90,157,101,53,98
28-12-16,90,138,99,51,96
27-12-16,95,138,89,52,106
26-12-16,85,144,101,54,96
25-12-16, ,128,98,51,102
24-12-16,78, , ,42, 
23-12-16,85,124,82,49,103
22-12-16,98,129,82,60,91
21-12-16,96,138,78,59,51
20-12-16,67,137,79,57,16
19-12-16,56,107,78,47,23
18-12-16,71,91,80,40,32
17-12-16,71,107,85,46,26
16-12-16,58,113,84,46,30
15-12-16,58,105,52,42,30
14-12-16,68,105,57,46,25
13-12-16,80,115,56,53,32
12-12-16, ,125,69,52,24
11-12-16,76, , , , 
10-12-16,78,116,72,52,16
09-12-16,80,123,70,53,38
08-12-16,82,127,86,53,39
07-12-16,78,130,104,51,38
06-12-16,75,125,102,51,33
05-12-16,65,119,89,47,38
04-12-16,71,110,77,45,37
03-12-16,92,118,80,49,31
02-12-16,105,139,79,58,30
01-12-16,100,148,84,61,36
30-11-16,86,142,100,60,33
29-11-16,117,133,102,57,20
28-11-16,162,157,100,58,19
27-11-16,140,189,92,68,56
26-11-16,130,181,77,72,46
25-11-16,106,174,106,66,31
24-11-16,93,164,124,60,24
23-11-16,88,151,120,58,36
22-11-16,92,136,114,55,30
21-11-16,95,139,110,55,23
20-11-16,88,143,118,55,23
19-11-16,79,141,115,55,27
18-11-16,77,132,92,53,31
17-11-16,86,126,114,45,33
16-11-16,97,134,114,47,28
15-11-16,99,136,128,49,30
14-11-16,76,126,137,38,19
13-11-16,81,129,137,44,29
12-11-16,84,132,98,52,49
11-11-16,75,130,98,50,47
10-11-16,67,115,113,49,42
09-11-16,70,111,95,49,49
08-11-16,70,120,113,48,39
07-11-16,60,117,110,46,36
06-11-16,53,104,83,45,33
05-11-16,53,99,33,42,25
04-11-16,54,96,32,40,23
03-11-16,59,99,31,38,30
02-11-16,53,101,32,33,26
01-11-16,55,92,27,28,30
31-10-16,72,98,18,26,24
30-10-16,69,115,87,38,26
29-10-16,64,115,96,38,28
28-10-16,53,112,93,39,38
27-10-16,52,93,90,35,30
26-10-16,50,88,86,33,33
25-10-16,53,85,56,30,39
24-10-16,57,87,30,28,38
23-10-16,58,98,30,25,35
22-10-16,54,97,71,33,29
21-10-16,46,93,69,36,36
20-10-16,49,83,60,33,39
19-10-16,52,88,53,34,43
18-10-16,47,99,71,35,43
17-10-16,39,90,67,32,37
16-10-16,40,74,10,28, 
15-10-16,41,84,54,33, 
14-10-16,42,78,51,30, 
13-10-16,40,73,46,28, 
12-10-16,36,68,47,26, 
11-10-16,32,61,61,23, 
10-10-16,22,52,58,26, 
09-10-16,22,35,46,24, 
08-10-16,20,34,44, , 
07-10-16,20,33,46,26, 
06-10-16,18,31,54,27, 
05-10-16,14,26,53,27, 
04-10-16,13,24,52,26, 
03-10-16,16,19,45,29, 
02-10-16,20,19,34,28, 
01-10-16,24,27,54,27, 
30-09-16,27,35,58,27, 
29-09-16,26,37,73,23, 
28-09-16,27,44,70,23, 
27-09-16,29,39,65,24, 
26-09-16,28,44,55,24, 
25-09-16,21,52,66,22, 
24-09-16,20,46,73,22, 
23-09-16,20,43,59, , 
22-09-16,16,35,50, , 
21-09-16,14,20,50,26, 
20-09-16,15,18,49,24, 
19-09-16,12,21,60,22, 
18-09-16,13,14,60,21, 
17-09-16,14,17,54,26, 
16-09-16,9,24,29,26, 
15-09-16,16,22,34,24, 
14-09-16,19,31,50,45, 
13-09-16,21,33,64,60, 
12-09-16,18,36,74,38, 
11-09-16,20,35,73,16, 
10-09-16,22,35,76,17, 
09-09-16, ,36,74,20, 
08-09-16,27,34,65,21, 
07-09-16,27,36,64,18, 
06-09-16,24,40,64,15, 
05-09-16,22,38,64,12, 
04-09-16, ,39,64,12, 
03-09-16,17, , , , 
02-09-16,17,25,50, , 
01-09-16,17,26,49, , 
31-08-16,17,28,44, , 
30-08-16,16,26,41,16, 
29-08-16,15,23,36,16, 
28-08-16,12,19,46,14, 
27-08-16,15,17,45,14, 
26-08-16,23,23,44, , 
25-08-16,21,33,43,16, 
24-08-16,21,28,41,16, 
23-08-16,27,21,42,19, 
22-08-16,33,24,42,17, 
21-08-16,36,29,42,14, 
20-08-16,33,31,76, , 
19-08-16,25,29,75,14,59
18-08-16,21,21,78,14,77
17-08-16,23,18,80,15,104
16-08-16,24,21,96,14, 
15-08-16,29,22,95,12, 
14-08-16,28,28,78,12, 
13-08-16,25,27,84,14,59
12-08-16,21,24,79,15,83
11-08-16,23,19,67,16,72
10-08-16,27,20,48,19,59
09-08-16,26,26,56,19, 
08-08-16,21,24,54,21, 
07-08-16, ,17,48,20, 
06-08-16,17,14,48,16, 
05-08-16,18,13,56,17,104
04-08-16,17,15,44,17,104
03-08-16,17,15,46,17, 
02-08-16,18,14,56,19, 
01-08-16,17,15,72,16, 
31-07-16,20,14,67,16, 
30-07-16,20,18,40, , 
29-07-16,45,17,48,19,59
28-07-16,40, ,41,19,59
27-07-16,36,37,44,18, 
26-07-16,37,38,46,17, 
25-07-16,40,38,54,15, 
24-07-16,47,42,52,14, 
23-07-16,35,51,47,17, 
22-07-16,29,36,38,18, 
21-07-16,27,30,50,19, 
20-07-16,26,29,49, , 
19-07-16, ,27,44,16,104
18-07-16, , ,42,22,104
17-07-16, , ,31,35, 
14-07-16,55, , , , 
13-07-16,54,57,32,19, 
12-07-16,54,56,64,16, 
11-07-16, ,55,77,14, 
09-07-16,53, , , , 
08-07-16,55,54,72,16, 
07-07-16,60,56,72,16, 
06-07-16,58,62,58, , 
05-07-16,55,60,58,14, 
04-07-16,152,55,46,14, 
03-07-16,76,60,43, , 
02-07-16,28,45,62, , 
01-07-16,29,37,64,16, 
30-06-16,29,37,68,16, 
29-06-16,28,35,82,15, 
28-06-16,25,37,82,17, 
27-06-16,27,35,84,17, 
26-06-16,27,33,78, , 
25-06-16,28,34,68, , 
24-06-16,27,52,67,19, 
23-06-16,28,52,70,17, 
22-06-16,28,36,80,15, 
21-06-16,33,41,77,14, 
20-06-16,44,50,72,16, 
19-06-16,52,57,53,17, 
18-06-16, ,60, ,19, 
17-06-16,47,77,113, , 
16-06-16,43,75,113, , 
15-06-16,38,69,110,14, 
14-06-16,35,57,102,13,59
13-06-16,33,51,100,10,59
12-06-16,43,51,88,7, 
11-06-16,41,58,94,9,104
10-06-16,37,60,90,10,104
09-06-16,39,58,96,10, 
08-06-16,48,55,91,10, 
07-06-16,46,71,81,15, 
06-06-16,49,71,86,16, 
05-06-16,50,60,50,15, 
04-06-16,51, ,48,9, 
03-06-16,45,66,87,9, 
02-06-16,40,63,100, , 
01-06-16,32,62,90,12, 
31-05-16,31,55,128,10, 
30-05-16,30,52,113,8, 
29-05-16,32,54,92,7, 
28-05-16,39,57,84,9, 
27-05-16,36,58,84,7, 
26-05-16,30,48,82,7, 
25-05-16,29,45,92,7, 
24-05-16, ,39,90,8, 
23-05-16,23,26,85, , 
22-05-16,22,39,107, , 
21-05-16,25,45,113,7, 
20-05-16,30,64,111,7, 
19-05-16,39,58,100,7, 
18-05-16,41,58,97,13, 
17-05-16,37,58,113,15, 
16-05-16,37,55,113,15, 
15-05-16, ,53,93,16, 
14-05-16,27, , ,21, 
13-05-16,24,45, ,22, 
12-05-16,26,42,143,22, 
11-05-16,31,49,140,25, 
10-05-16,33,58,133,27, 
09-05-16,36,52,107,22, 
08-05-16,34,55,122, , 
07-05-16,30,57,146, , 
06-05-16,33,43,127,16, 
05-05-16,34,48,112,15, 
04-05-16,34,59,105,14, 
03-05-16,34,60,152,19, 
02-05-16,31,56,143,17, 
01-05-16,36,54,185,16, 
30-04-16,38,61,155, , 
29-04-16,40,66,134, , 
28-04-16,33,75,125,21, 
27-04-16,28,69,128,21, 
26-04-16,28,58,146,19, 
25-04-16,30,54,136,17, 
24-04-16,27,55,116,15, 
23-04-16,31,50,176,15, 
22-04-16,41,64,200,16, 
21-04-16,51,75,191,19, 
20-04-16,49,86,153,24, 
19-04-16,40,82,122,24, 
18-04-16,36,63,117,19, 
17-04-16,37,53,119,21, 
16-04-16,38,61,115,21, 
15-04-16,40,69,188,20, 
14-04-16,38,74,154,22, 
13-04-16,40,70,122,23, 
12-04-16,40,68,158,20, 
11-04-16,40,68,132,20, 
