date,pm25,pm10,o3,no2,so2,co
2017-05-04,83,61,15,9,6,5
2017-05-05,88,57,15,9,6,4
2017-05-06,88,43,10,9,6,4
2017-05-07,63,56,14,10,6,6
2017-05-08,75,52,14,9,6,5
2017-05-09,77,50,12,7,12,5
2017-05-10,78,32,250,4,5,6
2017-05-11,60,40,16,5,3,7
2017-05-12,66,69,31,7,3,8
2017-05-13,106,49,10,4,4,3
2017-05-14,80,44,7,5,4,2
2017-05-15,67,44,9,5,4,2
2017-05-16,80,39,5,6,4,3
2017-05-17,71,39,14,8,4,3
2017-05-18,73,28,8,9,4,3
2017-05-19,64,40,9,9,4,4
2017-05-20,79,40,13,9,4,3
2017-05-21,74,71,7,10,3,4
2017-05-22,86,71,9,9,3,3
2017-05-23,82,33,8,8,4,3
2017-05-24,61,41,10,9,4,3
2017-05-25,69,38,372,8,5,5
2017-05-26,80,55,372,8,3,4
2017-05-27,100,48,9,9,3,4
2017-05-28,82,55,6,8,3,4
2017-05-29,82,53,188,5,4,5
2017-05-30,103,53,6,5,4,5
2017-05-31,103,53,7,8,4,6
2017-06-01,94,42,6,8,4,7
2017-06-02,75,46,11,10,4,6
2017-06-03,70,52,9,10,4,6
2017-06-04,67,57,4,8,4,6
2017-06-05,78,60,8,11,4,5
2017-06-06,82,50,9,11,7,6
2017-06-07,74,32,17,10,4,6
2017-06-08,55,43,19,9,4,5
2017-06-09,91,33,9,10,3,5
2017-06-10,56,37,8,15,3,6
2017-06-11,61,39,9,15,4,6
2017-06-12,63,42,14,24,6,6
2017-06-13,65,42,12,15,5,4
2017-06-14,69,46,12,19,5,5
2017-06-15,71,35,9,13,5,4
2017-06-16,60,34,12,14,4,4
2017-06-17,53,36,8,7,4,3
2017-06-18,50,37,7,7,4,3
2017-06-19,50,38,8,6,4,2
2017-06-20,47,40,10,6,4,2
2017-06-21,49,43,9,7,5,3
2017-06-22,61,50,46,9,5,5
2017-06-23,72,61,10,6,4,3
2017-06-24,77,44,9,27,5,7
2017-06-25,64,32,16,15,5,7
2017-06-26,47,47,11,8,5,4
2017-06-27,53,37,15,7,4,4
2017-06-28,46,49,11,5,4,4
2017-06-29,64,82,10,5,4,3
2017-06-30,77,45,5,5,4,2
2017-07-01,54,49,3,12,3,1
2017-07-02,65,59,5,6,4,3
2017-07-03,77,54,5,5,4,5
2017-07-04,133, , , , , 
2017-07-05, ,61,1,9,4,6
2017-07-06,80,104,4,7,4,7
2017-07-07,183,102,47,7,4,9
2017-07-08,56,42,2,9,5,12
2017-07-09,46,60,1,11,3,10
2017-07-10,86,63,3,6,4,10
2017-07-11,139,55,5,5,3,11
2017-07-12,91,88,8,7,9,12
2017-07-13,72,91,5,7,2,9
2017-07-14,93,109,53,7,2,9
2017-07-15,97,65,6,6,2,9
2017-07-16,76,44,8,14,2,10
2017-07-17,58,26,6,15,3,10
2017-07-18,39,29,6,17,3,11
2017-07-19,43,30,3,10,3,10
2017-07-20,41,38,7,8,3,9
2017-07-21,51,32,10,8,2,10
2017-07-22,40,53,4,6,2,10
2017-07-23,52,58,3,7,2,10
2017-07-24,69,37,3,7,2,10
2017-07-25,42,47,2,7,2,10
2017-07-26,49,46,2,7,2,10
2017-07-27,49,53,3,7,2,10
2017-07-28,55,50,3,7,2,10
2017-07-29,53,28,49,7,3,10
2017-07-30,32,31,1,8,2,8
2017-07-31,47,33,2,8,2,3
2017-08-01,42,40,2,7,3,3
2017-08-02,49,33,1,6,3,2
2017-08-03,44,52,2,6,3,1
2017-08-04,62,55,2,7,3,1
2017-08-05,68,52,2,8,3,1
2017-08-06,53,50,4,7,3,1
2017-08-07,70,51,7,6,3,1
2017-08-08,66,50,4,9,4,1
2017-08-09,70,37,3,9,4,2
2017-08-10,58,46,2,7,5,2
2017-08-11,58,43,5,15,2,2
2017-08-12,43,41,3,4,2,1
2017-08-13,40,33,2,2,2,3
2017-08-14,42,43,2,3,2,5
2017-08-15,61,49,71,5,2,3
2017-08-16,61,54,4,4,3,2
2017-08-17,61,55,3,3,3,3
2017-08-18,59,37,6,2,7,9
2017-08-19,48,35,4,6,4,6
2017-08-20,44,42,6,5,6,11
2017-08-21,82,48,8,5,5,9
2017-08-22,73,43,9,5,4,8
2017-08-23,59,45,6,5,4,7
2017-08-24,62,27,4,3,4,7
2017-08-25,40,33,6,3,4,7
2017-08-26,46,36,5,3,4,7
2017-08-27,46,40,7,5,5,9
2017-08-28,53,23,19,7,3,7
2017-08-29,37,45,6,3,4,12
2017-08-30,57,50,6,7,4,10
2017-08-31,60,54,7,5,5,12
2017-09-01,69,45,50,5,4,13
2017-09-02,69,36,6,6,4,12
2017-09-03,52,66,14,6,6,13
2017-09-04,91,64,12,6,8,12
2017-09-05,93,60,7,7,5,11
2017-09-06,81, , , , , 
2017-09-07,,,,,,
2017-09-08,,,,,,
2017-09-09,,,,,,
2017-09-10, ,75,12,2,9,16
2017-09-11,141,69,14,2,9,18
2017-09-12,115,33,15,2,13,12
2017-09-13,67,47,10,2,4,5
2017-09-14,84,33,100,5,7,9
2017-09-15,52,48,5,9,4,5
2017-09-16,71,42,3,13,4,4
2017-09-17,68,31,8,22,6,7
2017-09-18,47,47,9,2,4,3
2017-09-19,69,41,15,3,5,6
2017-09-20,66,49,5,4,6,6
2017-09-21,85,49,6,3,4,4
2017-09-22,68,46,7,3,4,4
2017-09-23,66,57,5,4,5,5
2017-09-24,83,37,7,4,6,4
2017-09-25,59,31,9,3,5,3
2017-09-26,77,47,13,2,4,4
2017-09-27,98,56,19,3,5,4
2017-09-28,112,58,12,5,7,5
2017-09-29,88,69,20,6,8,9
2017-09-30,122,77,22,5,7,8
2017-10-01,130,70,23,5,12,6
2017-10-02,107,63,26,6,4,6
2017-10-03,119,80,19,4,4,5
2017-10-04,136,88,24,5,5,7
2017-10-05,141,91,15,5,7,10
2017-10-06,142,57,10,6,9,9
2017-10-07,120,47,1,7,10,11
2017-10-08,107,61,9,6,8,6
2017-10-09,108,61,5,7,9,10
2017-10-10,115,38,4,7,10,9
2017-10-11,93,41,3,6,9,8
2017-10-12,76,61,9,7,10,9
2017-10-13,113,59,11,7,10,10
2017-10-14,116,60,9,7,10,11
2017-10-15,123,67,11,7,10,10
2017-10-16,131,71,14,7,10,9
2017-10-17,144,95,16,7,10,11
2017-10-18,167,134,26,11,15,17
2017-10-19,234,176,23,7,9,14
2017-10-20,226,70,15,6,8,7
2017-10-21,130,59,12,6,9,6
2017-10-22,112,70,16,5,7,8
2017-10-23,105,82,14,5,6,13
2017-10-24,134,77,22,4,5,13
2017-10-25,138,100,26,6,9,15
2017-10-26,154,91,30,6,7,15
2017-10-27,141,70,25,5,7,11
2017-10-28,125,82,13,6,7,15
2017-10-29,145,74,14,6,8,12
2017-10-30,132,67,43,6,8,14
2017-10-31,119,83,6,6,8,17
2017-11-01,133,80,9,5,7,15
2017-11-02,131,87,12,4,7,15
2017-11-03,149,92,8,8,10,18
2017-11-04,136,75,17,7,10,13
2017-11-05,125,75,12,7,9,14
2017-11-06,126,76,27,7,9,14
2017-11-07,125,82,24,7,9,15
2017-11-08,125,80,24,7,10,16
2017-11-09,118,85,20,7,13,16
2017-11-10,130,87,24,4,4,16
2017-11-11,146,79,20,4,5,15
2017-11-12,125,99,42,4,5,20
2017-11-13,150,100,22,4,5,20
2017-11-14,138,106,14,4,5,21
2017-11-15,156,106,18,3,4,16
2017-11-16,161,115,30,4,4,21
2017-11-17,159,113,27,4,4,20
2017-11-18,160,114,25,4,4,21
2017-11-19,140,118,19,4,5,20
2017-11-20,151,116,19,4,4,22
2017-11-21,151,114,15,3,4,18
2017-11-22,142,99,24,4,5,22
2017-11-23,134,105,25,4,5,19
2017-11-24,149,116,24,4,4,19
2017-11-25,156,121,30,4,5,23
2017-11-26,149,110,33,5,5,23
2017-11-27,146,124,27,5,6,24
2017-11-28,151,113,31,5,6,19
2017-11-29,155,106,69,4,6,14
2017-11-30,151,103,9,4,5,13
2017-12-01,152,90,11,5,6,14
2017-12-02,138,98,24,5,6,22
2017-12-03,143,92,67,5,6,20
2017-12-04,144,67,3,4,5,18
2017-12-05,109,47,7,3,4,15
2017-12-06,79,87,5,4,5,17
2017-12-07,138,87,10,4,15,17
2017-12-08,152,136,6,3,4,18
2017-12-09,170,118,5,3,4,20
2017-12-10,153,66,6,3,4,16
2017-12-11,117,65,44,4,4,16
2017-12-12,101,72,24,4,4,17
2017-12-13,106,91,24,4,5,19
2017-12-14,140,122,27,5,5,25
2017-12-15,166,139,24,5,5,21
2017-12-16,171,126,15,5,5,27
2017-12-17,132,105,13,8,6,25
2017-12-18,150,88,15,24,6,20
2017-12-19,137,97,19,30,8,24
2017-12-20,134,107,31,27,8,23
2017-12-21,144,111,22,25,6,23
2017-12-22,157,112,33,25,10,25
2017-12-23,161,132,36,24,6,29
2017-12-24,165,167,29,23,6,33
2017-12-25,190,119,20,25,7,30
2017-12-26,149,108,39,24,7,25
2017-12-27,159,115,40,27,8,28
2017-12-28,162,140,52,28,7,32
2017-12-29,172,126,26,26,6,30
2017-12-30,164,129,8,38,6,42
2017-12-31,163,125,41,19,8,28
2018-01-01,170,127,36,21,7,24
2018-01-02,172,150,28,19,7,32
2018-01-03,184,146,34,18,6,32
2018-01-04, ,111,34,19,6,23
